,              1.0000E+00, 2.0000E+00, 3.0000E+00, 4.0000E+00, 5.0000E+00, 6.0000E+00, 7.0000E+00, 8.0000E+00, 9.0000E+00, 1.0000E+01, 1.1000E+01, 1.2000E+01, 1.3000E+01
 3.9685E+03, 2.0275E-03, 2.2172E-03, 2.0438E-03, 2.0947E-03, 1.8488E-03, 1.2950E-03, 1.8309E-03, 1.6021E-03, 2.6361E-03, 3.4640E-03, 3.8329E-03, 4.5164E-03, 4.2817E-03
 3.9666E+03, 1.9454E-03, 2.1019E-03, 1.9644E-03, 1.9096E-03, 1.5955E-03, 1.0856E-03, 1.7357E-03, 1.5085E-03, 2.7389E-03, 2.9346E-03, 4.0401E-03, 4.3974E-03, 4.1191E-03
 3.9647E+03, 1.7176E-03, 1.6503E-03, 2.1265E-03, 1.6049E-03, 1.3162E-03, 1.0637E-03, 1.8861E-03, 1.1723E-03, 2.5170E-03, 2.9012E-03, 3.7008E-03, 4.0504E-03, 4.1574E-03
 3.9627E+03, 1.7350E-03, 1.5274E-03, 1.9017E-03, 1.6824E-03, 1.1150E-03, 1.2637E-03, 1.8143E-03, 1.0639E-03, 2.5121E-03, 3.1211E-03, 3.5617E-03, 3.8078E-03, 4.4111E-03
 3.9608E+03, 2.0660E-03, 1.7620E-03, 1.8700E-03, 1.8641E-03, 1.2266E-03, 1.3530E-03, 2.0012E-03, 1.6176E-03, 2.7984E-03, 3.3555E-03, 3.7043E-03, 3.9505E-03, 4.0181E-03
 3.9589E+03, 2.3287E-03, 1.8401E-03, 2.2020E-03, 1.8481E-03, 1.5189E-03, 1.3201E-03, 2.1222E-03, 1.7350E-03, 2.7281E-03, 3.6544E-03, 3.7397E-03, 4.3305E-03, 4.3926E-03
 3.9570E+03, 1.6836E-03, 1.6827E-03, 1.7404E-03, 1.5611E-03, 9.8990E-04, 9.0870E-04, 1.1946E-03, 1.1159E-03, 2.0727E-03, 3.1430E-03, 3.4133E-03, 3.9540E-03, 4.2981E-03
 3.9550E+03, 1.3637E-03, 1.6637E-03, 1.9017E-03, 1.5018E-03, 9.5700E-04, 7.7970E-04, 1.1189E-03, 1.2465E-03, 1.7332E-03, 2.8595E-03, 3.2033E-03, 3.6494E-03, 3.6318E-03
 3.9531E+03, 1.0946E-03, 1.4637E-03, 1.4677E-03, 1.1834E-03, 1.1256E-03, 6.0960E-04, 1.2713E-03, 1.3584E-03, 1.6913E-03, 2.9717E-03, 3.0205E-03, 3.4788E-03, 3.4002E-03
 3.9512E+03, 9.4590E-04, 1.1112E-03, 9.2650E-04, 9.9330E-04, 1.0434E-03, 4.8530E-04, 1.1974E-03, 1.5048E-03, 1.8544E-03, 2.9810E-03, 3.0676E-03, 3.7440E-03, 3.2665E-03
 3.9492E+03, 1.4185E-03, 7.8950E-04, 1.2378E-03, 1.0777E-03, 1.0066E-03, 7.4860E-04, 1.3676E-03, 1.7621E-03, 2.3667E-03, 2.8115E-03, 2.9909E-03, 3.9774E-03, 3.5494E-03
 3.9473E+03, 1.7561E-03, 1.2710E-03, 1.6837E-03, 1.1391E-03, 1.2254E-03, 8.4040E-04, 1.4686E-03, 1.8560E-03, 2.4505E-03, 2.6779E-03, 3.3240E-03, 4.2975E-03, 3.8352E-03
 3.9454E+03, 2.0176E-03, 1.7448E-03, 1.6736E-03, 1.4232E-03, 1.5387E-03, 1.0366E-03, 1.4877E-03, 1.9835E-03, 2.4131E-03, 2.9818E-03, 3.6456E-03, 4.7304E-03, 4.1560E-03
 3.9435E+03, 2.2882E-03, 1.8444E-03, 1.4592E-03, 1.7363E-03, 1.8219E-03, 1.3872E-03, 1.3096E-03, 1.9607E-03, 2.8740E-03, 3.4841E-03, 3.8421E-03, 4.2742E-03, 4.2450E-03
 3.9415E+03, 2.2048E-03, 1.7872E-03, 1.7382E-03, 1.5127E-03, 1.6539E-03, 1.1702E-03, 1.2954E-03, 1.9543E-03, 2.6956E-03, 3.3707E-03, 4.0146E-03, 3.7589E-03, 4.1654E-03
 3.9396E+03, 2.1781E-03, 1.6356E-03, 2.1454E-03, 1.4354E-03, 1.4647E-03, 9.9850E-04, 1.6043E-03, 1.9325E-03, 2.4764E-03, 3.6207E-03, 3.8880E-03, 3.9434E-03, 4.3616E-03
 3.9377E+03, 1.6520E-03, 1.4916E-03, 1.7546E-03, 1.2608E-03, 1.1732E-03, 9.3740E-04, 1.3336E-03, 1.4195E-03, 2.4171E-03, 3.3425E-03, 3.6842E-03, 3.9609E-03, 3.9417E-03
 3.9357E+03, 1.1060E-03, 1.4530E-03, 1.1956E-03, 1.2296E-03, 7.0250E-04, 8.2470E-04, 1.0050E-03, 1.1659E-03, 2.2181E-03, 2.4473E-03, 3.4333E-03, 3.8880E-03, 3.6381E-03
 3.9338E+03, 1.2736E-03, 1.8041E-03, 1.5259E-03, 1.5456E-03, 1.0975E-03, 1.1469E-03, 1.5943E-03, 1.5075E-03, 2.4461E-03, 3.0390E-03, 3.6794E-03, 4.2061E-03, 3.6946E-03
 3.9319E+03, 1.4574E-03, 1.2367E-03, 1.2735E-03, 1.2171E-03, 1.2470E-03, 1.2187E-03, 1.8088E-03, 1.2958E-03, 2.5519E-03, 3.2861E-03, 3.3544E-03, 4.1032E-03, 3.6307E-03
 3.9299E+03, 1.3893E-03, 1.1788E-03, 1.0359E-03, 1.1884E-03, 8.7810E-04, 9.4920E-04, 1.8337E-03, 1.3336E-03, 2.7163E-03, 3.1042E-03, 3.2093E-03, 4.1289E-03, 4.2037E-03
 3.9280E+03, 1.3839E-03, 1.4166E-03, 8.1710E-04, 9.8040E-04, 7.2420E-04, 7.8720E-04, 1.7069E-03, 1.2204E-03, 2.4205E-03, 3.2696E-03, 3.5216E-03, 4.3691E-03, 4.4675E-03
 3.9261E+03, 1.2596E-03, 8.7870E-04, 3.3760E-04, 7.4000E-04, 7.4090E-04, 7.1970E-04, 1.4849E-03, 1.0060E-03, 1.9916E-03, 2.8709E-03, 3.5413E-03, 4.3669E-03, 3.9136E-03
 3.9242E+03, 8.9450E-04, 7.6340E-04, 6.1240E-04, 1.0427E-03, 1.1631E-03, 6.3580E-04, 1.1621E-03, 8.5000E-04, 2.1509E-03, 2.6590E-03, 3.3666E-03, 3.7725E-03, 3.4110E-03
 3.9222E+03, 1.0776E-03, 1.1127E-03, 9.4530E-04, 1.0501E-03, 1.1995E-03, 6.0110E-04, 1.0424E-03, 7.2780E-04, 2.1560E-03, 2.7943E-03, 3.2701E-03, 3.5412E-03, 3.3336E-03
 3.9203E+03, 1.3720E-03, 1.2265E-03, 1.0378E-03, 9.1290E-04, 1.0310E-03, 7.5210E-04, 1.2194E-03, 1.1935E-03, 2.2026E-03, 3.0124E-03, 3.6082E-03, 3.9113E-03, 3.4538E-03
 3.9184E+03, 1.2374E-03, 1.1675E-03, 1.2609E-03, 8.5290E-04, 1.1017E-03, 1.0159E-03, 1.2359E-03, 1.3261E-03, 2.1335E-03, 3.2791E-03, 3.3370E-03, 3.8779E-03, 3.6007E-03
 3.9164E+03, 1.2798E-03, 1.3421E-03, 1.2744E-03, 6.4500E-04, 1.1440E-03, 1.0716E-03, 1.0953E-03, 1.2623E-03, 1.9385E-03, 3.2626E-03, 3.2807E-03, 3.7268E-03, 3.7391E-03
 3.9145E+03, 1.3389E-03, 1.5305E-03, 1.2090E-03, 1.1989E-03, 1.3378E-03, 1.1265E-03, 1.3680E-03, 1.4377E-03, 2.0851E-03, 3.2610E-03, 3.6858E-03, 3.7915E-03, 3.7426E-03
 3.9126E+03, 1.2998E-03, 1.5751E-03, 1.3796E-03, 1.8424E-03, 1.3752E-03, 1.3701E-03, 1.9946E-03, 1.4886E-03, 2.5366E-03, 3.6445E-03, 4.0507E-03, 4.1204E-03, 3.9677E-03
 3.9107E+03, 1.4336E-03, 1.5860E-03, 1.6146E-03, 1.8733E-03, 1.4431E-03, 1.3958E-03, 2.2889E-03, 1.7224E-03, 2.6729E-03, 3.7461E-03, 4.4911E-03, 4.2957E-03, 4.0949E-03
 3.9087E+03, 1.5240E-03, 1.6449E-03, 1.4825E-03, 1.7729E-03, 1.5164E-03, 1.0572E-03, 2.2684E-03, 1.8316E-03, 2.3940E-03, 3.3910E-03, 4.1438E-03, 4.0298E-03, 3.8352E-03
 3.9068E+03, 1.3989E-03, 1.8720E-03, 1.5168E-03, 1.6723E-03, 1.6307E-03, 9.2580E-04, 2.3395E-03, 1.8012E-03, 2.3054E-03, 3.3735E-03, 3.8110E-03, 4.1088E-03, 3.6382E-03
 3.9049E+03, 1.4992E-03, 2.1070E-03, 2.0321E-03, 2.2491E-03, 1.5057E-03, 1.5444E-03, 2.5667E-03, 1.9171E-03, 2.5083E-03, 3.9505E-03, 3.8163E-03, 4.6320E-03, 4.0134E-03
 3.9029E+03, 1.6538E-03, 1.7807E-03, 1.7988E-03, 2.1500E-03, 1.0083E-03, 1.3050E-03, 2.4803E-03, 1.8470E-03, 2.5007E-03, 4.0274E-03, 3.9403E-03, 4.2116E-03, 4.4535E-03
 3.9010E+03, 1.6011E-03, 1.2880E-03, 1.5694E-03, 1.5849E-03, 6.2300E-04, 7.4710E-04, 2.1684E-03, 1.5514E-03, 2.6579E-03, 3.5716E-03, 4.1286E-03, 3.8673E-03, 4.2067E-03
 3.8991E+03, 1.5159E-03, 1.2720E-03, 1.4050E-03, 1.0712E-03, 7.0160E-04, 7.8970E-04, 1.7440E-03, 1.2783E-03, 2.4289E-03, 3.4052E-03, 3.7206E-03, 4.1475E-03, 3.9728E-03
 3.8971E+03, 1.2538E-03, 1.3161E-03, 1.2392E-03, 9.9270E-04, 1.1682E-03, 8.9550E-04, 1.5374E-03, 1.3082E-03, 2.4741E-03, 3.1803E-03, 3.8155E-03, 4.1736E-03, 3.7763E-03
 3.8952E+03, 1.5830E-03, 1.6820E-03, 1.6914E-03, 1.6477E-03, 1.7296E-03, 1.3039E-03, 1.5555E-03, 1.7004E-03, 3.0659E-03, 3.2420E-03, 4.3621E-03, 4.3534E-03, 3.8315E-03
 3.8933E+03, 1.7564E-03, 2.0134E-03, 2.1575E-03, 2.0632E-03, 1.8233E-03, 1.4685E-03, 1.7972E-03, 1.9370E-03, 3.0901E-03, 3.5107E-03, 4.5049E-03, 4.3763E-03, 4.0207E-03
 3.8914E+03, 1.2862E-03, 1.5838E-03, 1.7918E-03, 1.9267E-03, 1.3325E-03, 1.1037E-03, 1.8639E-03, 1.5752E-03, 2.9064E-03, 3.3003E-03, 3.9164E-03, 3.7398E-03, 3.5138E-03
 3.8894E+03, 1.8325E-03, 1.8786E-03, 1.4120E-03, 1.7350E-03, 1.2192E-03, 1.1699E-03, 1.9729E-03, 1.7069E-03, 3.0167E-03, 3.5703E-03, 3.7783E-03, 3.7629E-03, 3.5008E-03
 3.8875E+03, 2.7280E-03, 2.6044E-03, 1.8897E-03, 2.0360E-03, 1.6818E-03, 1.7105E-03, 2.3346E-03, 2.4911E-03, 3.2713E-03, 4.4366E-03, 3.9840E-03, 4.3588E-03, 4.4223E-03
 3.8856E+03, 2.3893E-03, 2.4001E-03, 2.3580E-03, 2.3305E-03, 1.9341E-03, 1.5994E-03, 2.3519E-03, 2.6531E-03, 3.3405E-03, 4.1962E-03, 3.8270E-03, 4.3443E-03, 4.4428E-03
 3.8836E+03, 1.9110E-03, 2.2807E-03, 2.3137E-03, 2.2239E-03, 1.9318E-03, 1.2679E-03, 2.3286E-03, 2.2156E-03, 2.9762E-03, 3.7105E-03, 3.7106E-03, 4.3598E-03, 4.0465E-03
 3.8817E+03, 2.0088E-03, 2.7722E-03, 2.3248E-03, 2.7838E-03, 2.1734E-03, 1.6507E-03, 2.6277E-03, 2.4633E-03, 2.9409E-03, 4.0085E-03, 3.7515E-03, 4.7322E-03, 4.2967E-03
 3.8798E+03, 1.8612E-03, 2.5728E-03, 2.0703E-03, 2.6296E-03, 1.9618E-03, 1.5148E-03, 2.3720E-03, 2.4022E-03, 2.9470E-03, 4.0688E-03, 3.9329E-03, 4.0494E-03, 4.2710E-03
 3.8779E+03, 2.0516E-03, 2.0274E-03, 2.3572E-03, 2.0152E-03, 1.8683E-03, 1.1947E-03, 1.9389E-03, 2.0463E-03, 2.6978E-03, 3.4805E-03, 3.7175E-03, 3.6154E-03, 4.0043E-03
 3.8759E+03, 2.2874E-03, 1.8236E-03, 2.5921E-03, 1.9444E-03, 1.8923E-03, 1.5636E-03, 2.1253E-03, 2.3351E-03, 2.7433E-03, 3.1853E-03, 3.5315E-03, 3.8671E-03, 3.9870E-03
 3.8740E+03, 2.2173E-03, 1.9534E-03, 1.9680E-03, 1.8823E-03, 1.4419E-03, 1.5917E-03, 2.0473E-03, 1.9374E-03, 2.8220E-03, 3.2973E-03, 3.4301E-03, 3.6424E-03, 3.5828E-03
 3.8721E+03, 2.6934E-03, 2.0949E-03, 2.1337E-03, 1.9957E-03, 1.7014E-03, 1.6740E-03, 1.9858E-03, 1.5256E-03, 3.1428E-03, 3.4174E-03, 3.3177E-03, 3.9784E-03, 3.8841E-03
 3.8701E+03, 2.5770E-03, 2.2494E-03, 2.5622E-03, 2.1234E-03, 2.0497E-03, 1.6359E-03, 2.3495E-03, 2.0445E-03, 3.1400E-03, 3.4815E-03, 3.5335E-03, 4.2350E-03, 4.1355E-03
 3.8682E+03, 2.2529E-03, 2.1656E-03, 2.1469E-03, 2.0341E-03, 1.3994E-03, 1.2845E-03, 2.0761E-03, 1.8257E-03, 2.5895E-03, 3.0399E-03, 3.0631E-03, 3.5882E-03, 3.4078E-03
 3.8663E+03, 2.0527E-03, 2.0064E-03, 1.9538E-03, 1.8466E-03, 1.4453E-03, 1.4840E-03, 2.2711E-03, 1.5887E-03, 2.7693E-03, 3.2351E-03, 2.6113E-03, 3.6023E-03, 3.4698E-03
 3.8644E+03, 1.7505E-03, 2.5227E-03, 2.1699E-03, 2.0454E-03, 1.9344E-03, 1.8278E-03, 2.4065E-03, 1.8742E-03, 2.8553E-03, 3.3834E-03, 3.5260E-03, 4.1236E-03, 3.9092E-03
 3.8624E+03, 2.1235E-03, 2.5799E-03, 2.4699E-03, 2.3747E-03, 1.8705E-03, 1.6493E-03, 2.2954E-03, 1.9530E-03, 2.6299E-03, 3.2120E-03, 3.8554E-03, 4.0418E-03, 3.8350E-03
 3.8605E+03, 2.2035E-03, 1.9111E-03, 2.2542E-03, 2.1776E-03, 1.4335E-03, 1.4499E-03, 2.1712E-03, 1.7020E-03, 2.5408E-03, 3.1837E-03, 3.4695E-03, 3.4351E-03, 3.4026E-03
 3.8586E+03, 1.5514E-03, 1.5293E-03, 1.9000E-03, 1.8592E-03, 1.2314E-03, 1.2407E-03, 1.6046E-03, 1.4040E-03, 2.1542E-03, 2.8597E-03, 3.3457E-03, 2.8530E-03, 3.0392E-03
 3.8566E+03, 1.5612E-03, 1.5637E-03, 2.3532E-03, 2.2176E-03, 2.1268E-03, 1.3341E-03, 2.0299E-03, 1.7958E-03, 2.5200E-03, 2.9386E-03, 3.3097E-03, 3.1226E-03, 3.6906E-03
 3.8547E+03, 2.5948E-03, 2.4240E-03, 3.1146E-03, 2.6056E-03, 3.1363E-03, 1.7942E-03, 3.0125E-03, 2.3354E-03, 3.6814E-03, 3.8522E-03, 3.3513E-03, 4.0566E-03, 5.1938E-03
 3.8528E+03, 2.1760E-03, 2.2260E-03, 2.3432E-03, 2.0809E-03, 2.1432E-03, 1.7427E-03, 2.4149E-03, 1.8222E-03, 2.7851E-03, 3.7733E-03, 3.1354E-03, 3.7950E-03, 4.2592E-03
 3.8508E+03, 2.4295E-03, 2.1757E-03, 2.1462E-03, 2.4681E-03, 1.9961E-03, 2.1475E-03, 2.6394E-03, 2.0267E-03, 2.6908E-03, 3.7144E-03, 3.6467E-03, 3.8427E-03, 3.4964E-03
 3.8489E+03, 2.3875E-03, 1.9783E-03, 2.1267E-03, 2.4459E-03, 2.0714E-03, 2.1373E-03, 2.4763E-03, 2.2393E-03, 3.0909E-03, 3.6706E-03, 3.4180E-03, 3.6569E-03, 3.2051E-03
 3.8470E+03, 1.9044E-03, 1.7899E-03, 2.4399E-03, 2.4172E-03, 2.0602E-03, 2.1358E-03, 2.2881E-03, 2.0469E-03, 3.3578E-03, 3.5693E-03, 3.1608E-03, 3.6103E-03, 3.2237E-03
 3.8451E+03, 2.3155E-03, 2.2278E-03, 2.9983E-03, 2.9960E-03, 2.3939E-03, 2.3814E-03, 2.9317E-03, 2.1787E-03, 3.8563E-03, 3.8486E-03, 3.8018E-03, 4.2045E-03, 3.6949E-03
 3.8431E+03, 2.6505E-03, 2.5510E-03, 2.7169E-03, 3.1817E-03, 2.7449E-03, 2.2085E-03, 3.0448E-03, 2.5734E-03, 3.5611E-03, 3.9282E-03, 3.8479E-03, 4.4064E-03, 3.6963E-03
 3.8412E+03, 2.4424E-03, 2.7185E-03, 2.4589E-03, 2.8172E-03, 2.6951E-03, 2.1162E-03, 2.9613E-03, 2.3220E-03, 3.2710E-03, 3.6897E-03, 3.6000E-03, 4.3091E-03, 3.5705E-03
 3.8393E+03, 1.9871E-03, 2.3554E-03, 2.4555E-03, 2.5448E-03, 2.3561E-03, 1.7168E-03, 3.2324E-03, 2.3113E-03, 2.9713E-03, 3.3018E-03, 3.6224E-03, 3.8807E-03, 3.5505E-03
 3.8373E+03, 1.9934E-03, 2.2507E-03, 2.4156E-03, 2.5715E-03, 2.7799E-03, 2.3215E-03, 3.2329E-03, 2.9581E-03, 3.2323E-03, 3.7667E-03, 4.0402E-03, 4.0155E-03, 3.6729E-03
 3.8354E+03, 2.3868E-03, 2.5904E-03, 2.7964E-03, 2.7056E-03, 3.0734E-03, 2.7775E-03, 3.3470E-03, 3.1249E-03, 3.8736E-03, 3.8670E-03, 4.1320E-03, 4.3864E-03, 3.9300E-03
 3.8335E+03, 2.7554E-03, 2.8536E-03, 3.4353E-03, 3.0450E-03, 3.1651E-03, 3.0070E-03, 3.7123E-03, 3.2038E-03, 3.8900E-03, 3.8411E-03, 3.7455E-03, 4.3380E-03, 3.7935E-03
 3.8316E+03, 2.6329E-03, 2.6776E-03, 2.8729E-03, 2.9456E-03, 3.0220E-03, 3.2979E-03, 3.4567E-03, 2.7915E-03, 3.5474E-03, 3.9494E-03, 3.5679E-03, 3.9940E-03, 3.8296E-03
 3.8296E+03, 2.0023E-03, 2.1471E-03, 2.3540E-03, 2.5562E-03, 2.4864E-03, 2.5400E-03, 2.6886E-03, 2.3497E-03, 3.2149E-03, 3.5247E-03, 3.5477E-03, 3.7304E-03, 3.8381E-03
 3.8277E+03, 2.0360E-03, 2.1874E-03, 2.7404E-03, 2.9857E-03, 2.5018E-03, 2.6070E-03, 2.8743E-03, 3.0050E-03, 3.7072E-03, 3.7876E-03, 3.6102E-03, 4.3488E-03, 4.0597E-03
 3.8258E+03, 2.8238E-03, 3.0202E-03, 3.2720E-03, 3.4885E-03, 2.8763E-03, 3.2565E-03, 3.6897E-03, 3.7022E-03, 4.4345E-03, 4.2883E-03, 3.8968E-03, 4.9678E-03, 4.8151E-03
 3.8238E+03, 3.0336E-03, 3.5529E-03, 3.3034E-03, 3.2701E-03, 2.8328E-03, 3.1990E-03, 3.9829E-03, 3.4560E-03, 4.3634E-03, 4.0916E-03, 4.0002E-03, 4.6230E-03, 5.1867E-03
 3.8219E+03, 2.6225E-03, 3.1574E-03, 2.9552E-03, 2.7886E-03, 2.8495E-03, 2.9750E-03, 3.9574E-03, 2.8864E-03, 4.0512E-03, 3.8323E-03, 3.5999E-03, 3.9230E-03, 4.7513E-03
 3.8200E+03, 2.8292E-03, 3.0598E-03, 3.2787E-03, 2.7071E-03, 3.1202E-03, 3.2483E-03, 3.6083E-03, 3.2028E-03, 3.9362E-03, 4.1204E-03, 3.6889E-03, 4.1663E-03, 4.1973E-03
 3.8180E+03, 2.6423E-03, 2.7195E-03, 2.9630E-03, 2.6315E-03, 2.9941E-03, 3.3698E-03, 3.4388E-03, 3.5772E-03, 3.6344E-03, 3.8229E-03, 3.8252E-03, 4.0628E-03, 3.9332E-03
 3.8161E+03, 2.4466E-03, 2.5205E-03, 2.8075E-03, 2.8938E-03, 2.9510E-03, 3.2068E-03, 3.5319E-03, 3.4897E-03, 3.7906E-03, 3.6459E-03, 3.9778E-03, 3.8817E-03, 4.4181E-03
 3.8142E+03, 2.7338E-03, 2.9139E-03, 3.0391E-03, 3.1139E-03, 3.0107E-03, 3.2333E-03, 3.7026E-03, 3.4316E-03, 3.9291E-03, 4.1114E-03, 4.0586E-03, 4.2050E-03, 4.7717E-03
 3.8123E+03, 2.7519E-03, 2.8089E-03, 2.7727E-03, 3.0706E-03, 2.8313E-03, 3.0852E-03, 3.5354E-03, 3.2321E-03, 3.6525E-03, 4.2112E-03, 3.7515E-03, 4.1195E-03, 4.3464E-03
 3.8103E+03, 2.9263E-03, 2.9028E-03, 2.7311E-03, 3.4853E-03, 3.0841E-03, 2.9704E-03, 3.6738E-03, 3.4926E-03, 3.8562E-03, 4.4632E-03, 4.0338E-03, 4.4633E-03, 4.2539E-03
 3.8084E+03, 2.9345E-03, 3.1291E-03, 3.2017E-03, 3.9741E-03, 3.4814E-03, 3.1305E-03, 4.1637E-03, 3.9337E-03, 4.5674E-03, 4.9218E-03, 4.2513E-03, 4.8766E-03, 4.7685E-03
 3.8065E+03, 3.0954E-03, 3.3716E-03, 3.7386E-03, 4.0924E-03, 4.1650E-03, 3.5986E-03, 4.2446E-03, 3.8887E-03, 4.8869E-03, 4.7696E-03, 4.1599E-03, 4.6380E-03, 4.8167E-03
 3.8045E+03, 2.8953E-03, 3.4149E-03, 3.8455E-03, 4.0674E-03, 4.2174E-03, 3.6315E-03, 4.3562E-03, 4.2288E-03, 4.9475E-03, 4.7398E-03, 4.7411E-03, 4.7342E-03, 4.6435E-03
 3.8026E+03, 1.7933E-03, 2.7506E-03, 3.0626E-03, 3.2103E-03, 2.8033E-03, 2.4009E-03, 3.9184E-03, 3.5651E-03, 3.9826E-03, 4.1633E-03, 4.2698E-03, 3.8661E-03, 3.9979E-03
 3.8007E+03, 2.5799E-03, 2.7920E-03, 2.5190E-03, 2.9619E-03, 2.8803E-03, 2.0153E-03, 3.7720E-03, 2.9390E-03, 3.4740E-03, 3.9141E-03, 3.7746E-03, 4.2355E-03, 4.0919E-03
 3.7988E+03, 3.2846E-03, 3.2926E-03, 2.9303E-03, 3.0301E-03, 3.0772E-03, 2.4590E-03, 3.8418E-03, 3.3226E-03, 3.9750E-03, 4.3576E-03, 4.2198E-03, 4.8054E-03, 4.2900E-03
 3.7968E+03, 2.9746E-03, 3.3059E-03, 3.2857E-03, 2.9960E-03, 3.0357E-03, 2.6104E-03, 3.5499E-03, 3.3354E-03, 4.2492E-03, 4.1954E-03, 4.3696E-03, 4.4806E-03, 4.0438E-03
 3.7949E+03, 2.7688E-03, 2.8792E-03, 2.9567E-03, 2.7773E-03, 3.0069E-03, 2.7656E-03, 3.3227E-03, 3.1843E-03, 3.9517E-03, 3.8820E-03, 4.0555E-03, 4.3642E-03, 4.0486E-03
 3.7930E+03, 2.4448E-03, 2.6649E-03, 2.8534E-03, 2.7021E-03, 2.6370E-03, 2.9207E-03, 3.0541E-03, 3.2365E-03, 3.6787E-03, 3.6954E-03, 3.7739E-03, 3.8640E-03, 4.2050E-03
 3.7910E+03, 2.5204E-03, 2.7854E-03, 3.2848E-03, 3.2241E-03, 2.9269E-03, 2.9791E-03, 3.3002E-03, 3.2742E-03, 3.9119E-03, 3.9967E-03, 3.8826E-03, 3.9129E-03, 4.4091E-03
