Wavelength,2014-05-22 15:36:44,2014-05-22 15:36:48,2014-05-22 15:36:51,2014-05-22 15:36:55,2014-05-22 15:36:59,2014-05-22 15:37:03,2014-05-22 15:37:06,2014-05-22 15:37:10,2014-05-22 15:37:14,2014-05-22 15:37:17,2014-05-22 15:37:21,2014-05-22 15:37:24,2014-05-22 15:37:28,2014-05-22 15:37:32,2014-05-22 15:37:35,2014-05-22 15:37:39,2014-05-22 15:37:43,2014-05-22 15:37:46,2014-05-22 15:37:50,2014-05-22 15:37:54,2014-05-22 15:37:57,2014-05-22 15:38:01,2014-05-22 15:38:05,2014-05-22 15:38:08,2014-05-22 15:38:12,2014-05-22 15:38:16,2014-05-22 15:38:19,2014-05-22 15:38:23,2014-05-22 15:38:26,2014-05-22 15:38:30,2014-05-22 15:38:34,2014-05-22 15:38:37,2014-05-22 15:38:41,2014-05-22 15:38:45,2014-05-22 15:38:48,2014-05-22 15:38:52,2014-05-22 15:38:56,2014-05-22 15:38:59,2014-05-22 15:39:03,2014-05-22 15:39:07,2014-05-22 15:39:10,2014-05-22 15:39:14,2014-05-22 15:39:18,2014-05-22 15:39:21,2014-05-22 15:39:25,2014-05-22 15:39:29,2014-05-22 15:39:33,2014-05-22 15:39:36,2014-05-22 15:39:40,2014-05-22 15:39:44,2014-05-22 15:39:47,2014-05-22 15:39:51,2014-05-22 15:39:55,2014-05-22 15:39:58,2014-05-22 15:40:02,2014-05-22 15:40:06,2014-05-22 15:40:09,2014-05-22 15:40:13,2014-05-22 15:40:17,2014-05-22 15:40:20,2014-05-22 15:40:24,2014-05-22 15:40:28,2014-05-22 15:40:31,2014-05-22 15:40:35,2014-05-22 15:40:38,2014-05-22 15:40:42,2014-05-22 15:40:46,2014-05-22 15:40:49,2014-05-22 15:40:53,2014-05-22 15:40:57,2014-05-22 15:41:00,2014-05-22 15:41:04,2014-05-22 15:41:08,2014-05-22 15:41:11,2014-05-22 15:41:15,2014-05-22 15:41:19,2014-05-22 15:41:22,2014-05-22 15:41:26,2014-05-22 15:41:30,2014-05-22 15:41:33,2014-05-22 15:41:37,2014-05-22 15:41:41,2014-05-22 15:41:44,2014-05-22 15:41:48,2014-05-22 15:41:52,2014-05-22 15:41:55,2014-05-22 15:41:59,2014-05-22 15:42:02,2014-05-22 15:42:06,2014-05-22 15:42:10,2014-05-22 15:42:13,2014-05-22 15:42:17,2014-05-22 15:42:21,2014-05-22 15:42:24,2014-05-22 15:42:28,2014-05-22 15:42:32,2014-05-22 15:42:35,2014-05-22 15:42:39,2014-05-22 15:42:43,2014-05-22 15:42:46,2014-05-22 15:42:50,2014-05-22 15:42:54,2014-05-22 15:42:57,2014-05-22 15:43:01,2014-05-22 15:43:05,2014-05-22 15:43:08,2014-05-22 15:43:12,2014-05-22 15:43:15,2014-05-22 15:43:19,2014-05-22 15:43:23,2014-05-22 15:43:26,2014-05-22 15:43:30,2014-05-22 15:43:34,2014-05-22 15:43:37,2014-05-22 15:43:41,2014-05-22 15:43:45,2014-05-22 15:43:48,2014-05-22 15:43:52,2014-05-22 15:43:56,2014-05-22 15:43:59,2014-05-22 15:44:03,2014-05-22 15:44:07,2014-05-22 15:44:10,2014-05-22 15:44:14,2014-05-22 15:44:18,2014-05-22 15:44:22,2014-05-22 15:44:25
483.52,232.03459805515448,232.07450077396925,231.85521145232013,231.77458333682782,232.22869281775317,232.30375405295928,232.12479875787176,231.99322695596027,232.00670017410124,231.80040004232225,232.6090912350643,231.63758238692532,231.84596351776182,231.74306849261242,231.8871042104625,231.52675498463284,231.78283676488516,231.686055895468,231.37428734867848,232.08501334218505,231.31557960673078,232.03194395222678,231.2555916920764,231.5097847443058,231.13491724352215,231.34558701565413,231.10623040763852,231.7108837788828,231.31729661212492,231.49146489981703,231.2203517434168,231.4110695964401,231.53013111824868,231.1151621647379,231.53999194898006,231.21843809657364,231.61845289383595,231.2595768024343,231.11368402663857,231.54318916691383,231.25616735341146,231.11460628814302,231.08242040165464,231.67528475400405,231.19668360020802,231.13684661650083,231.26098388752212,231.51670569072667,231.08063092141884,231.52867348469323,231.24948431484742,231.0731621758052,231.22792043545414,231.1602889932903,231.06592379663851,231.0587740359466,231.3861360556577,230.91918773147265,231.61051766879538,231.5837632156747,231.84761115025026,230.98432409528783,231.36818604078633,231.50417680525788,231.47010208426133,231.4404206423845,231.21425343807496,230.6046860435896,225.60657220063112,212.16014265456738,207.3857133531875,203.243654204765,197.85181334178847,192.52014946977536,186.01976135182997,180.07186011165246,173.80122105479813,168.47404158303019,163.98439615553545,158.8620163179565,153.61883401370835,148.0893365944434,143.53724582265633,139.83527844915344,134.9938603493553,129.74971841554182,125.36632787946263,121.50138720242512,117.33758467067852,113.48841133293391,110.26254289127797,106.4090486066452,103.39917501677013,100.19713924570652,96.30539581225705,94.4617611903773,91.48471530897214,87.7404544947722,84.24230122202795,80.55195277795565,76.99376779193022,73.44941612367896,70.48107485928051,68.06951729971397,64.99404691860062,62.36748831670849,59.735427388823496,57.48894015137296,55.77525131032414,53.88214067224445,52.47432310091145,50.21507276273141,48.958475910045706,47.322689544491396,45.79387994885886,44.36782611484438,43.62255852637915,42.44297460745574,41.574153529701874,41.17630203669583,40.4936645925269,41.074825600047035,41.12142985511727,41.25977040496895,41.525122296218285,41.70642143146031,42.560356401790074
483.88,233.47559926230178,233.51553375548517,233.40605132839977,233.25543994025503,233.7495029393628,233.83462906852102,233.5957086567404,233.474078193579,233.44757326480155,233.3012058793772,234.14993713409706,233.07842639895952,233.31679435795533,233.21397491550948,233.4479595207239,232.9977308255043,233.2436820730843,233.19693020767937,232.7852276617305,233.48582996298282,232.8565101157374,233.44268773344655,232.77636422213703,233.11069783077258,232.61581041125532,232.8464304032215,232.60720217826952,233.12172810788263,232.74813898475352,232.94230577382748,232.67119954523451,232.77191479564652,233.0309891007606,232.61599646770523,232.97083221249423,232.74925458346786,233.12931535478253,232.69057904952058,232.70453588853312,233.07410490869333,232.85706200502395,232.67550182909224,232.48331468181672,233.1360500888928,232.67756234221187,232.5377274734302,232.7318582091188,233.02754480754237,232.64144670755093,233.08960607908904,232.75039550026216,232.5340330234519,232.80875739982002,232.68105894006547,232.55683580985806,232.54958390892725,232.9668500757475,232.32000322692366,233.13143549138772,233.01465503913604,233.36847631015655,232.4350923464163,232.8389698489277,232.9949723746772,232.96084899076573,232.97116169127344,232.71519336013523,232.05552474233266,226.81739308435286,213.0910642201791,208.2864682858413,204.0343088175486,198.6725083945337,193.27074269329995,186.75043674545677,180.78253291214443,174.49193484713786,169.1446746299982,164.55491997953496,159.3925664070623,154.06935454772758,148.56984887075288,143.9277139807021,140.17584277796132,135.35441710253593,130.1402676558912,125.61669596095484,121.8818264966942,117.4979353799252,113.74881986306326,110.4330293672605,106.5893721848391,103.61957411670465,100.3575724214,96.48590820090999,94.56216843250465,91.59510458436418,87.78088434340054,84.32268045128927,80.56221063061864,77.05401509308942,73.40982044215787,70.48141107493086,68.07988159470148,64.98446651550066,62.297983051245865,59.655690502446106,57.43936794195295,55.74562066992766,53.83234348226239,52.334533720685386,50.14550293771654,48.89882175605268,47.24307757193969,45.63422942475336,44.268222960317075,43.53307078273906,42.38338979504971,41.54452467458523,41.166614289218046,40.48417992436654,41.065301857143936,41.10191118374439,41.34021902607773,41.58574393844728,41.78700515408008,42.66084844160963
484.25000000000006,235.18662828075873,235.14659543093208,235.1769145343705,234.8863203382219,235.38033556435047,235.48552839007053,235.20664383057772,235.1649530766872,235.06847060802133,234.9920341007948,235.6208065303252,234.77929385577247,234.95764827704312,234.85490651682028,235.07883858960372,234.65873377306673,234.83455086206672,234.84782880634103,234.32619409458957,235.11666926769158,234.46746647221644,235.02345217525584,234.40715821136607,234.87163628075243,234.2267283892033,234.4572972182212,234.19820094252913,234.72259589046584,234.37900475662178,234.68317000544934,234.25207089710267,234.35278347260865,234.66187091612005,234.246853945755,234.64169581666158,234.39009375055363,234.74020177297768,234.3116091368037,234.4554114132581,234.73504608774442,234.51798150807008,234.33642224617896,234.10423380309442,234.74683668308396,234.22846549371587,234.1586327986076,234.4627568174265,234.61840723315842,234.2722851544089,234.70056457888467,234.45133199638283,234.30492806131096,234.45961761319606,234.321850274251,234.2677731567781,234.28041627837956,234.6075839297287,234.02084137502612,234.74237880905207,234.63557163547134,235.0493655022825,234.11588193785389,234.5797754295175,234.6057900432471,234.63161664467296,234.63192332485372,234.35615939114166,233.68638673826308,228.1582367704002,214.2020113848356,209.40724418884653,205.10498161402063,199.60322275429965,194.22135239525582,187.60113090001775,181.69322440153903,175.21266846704253,169.91532526160418,165.1354583542011,160.023131776421,154.63988954102513,149.1303753769598,144.448195143138,140.69642278256936,135.8749893210827,130.58083215291697,125.99707426693294,122.26227799358182,117.84829583109533,114.05923974125176,110.70352935646477,106.77970475131619,103.8399843027484,100.68801762975161,96.67643482258109,94.73258698691336,91.74550467296149,87.90132613226854,84.36307021469682,80.62247564585559,77.11426926372525,73.5302359917057,70.53175662990483,68.10025600899417,65.06489776787015,62.30849152840929,59.67596092478041,57.459807615604575,55.74600028952017,53.7925519258919,52.294750191008575,50.12594506200685,48.829177208893185,47.17347637792824,45.58458860831158,44.14863082927519,43.51359726844234,42.3738165156324,41.53490612904869,41.216935215421444,40.46470957097958,41.115791343604656,41.172405882611145,41.41068010888395,41.736382848516,41.91760509121701,42.74135414920198
484.61,237.00762948790603,236.947628412448,237.10775441045013,236.7071769416491,237.1211456859601,237.31640340563223,236.98755372944646,237.00580431430603,236.89934369872165,236.8128399378498,237.42165242935798,236.5201378678067,236.7784791172367,236.71581293971732,236.92969389986519,236.35970961393824,236.59539617026581,236.65870311855238,236.1971344076416,236.9074858884893,236.138396981223,236.88419595647568,236.23793074142677,236.7425493672192,236.04762155693643,236.26814060578857,235.99917271316014,236.49344021946567,236.11984712925036,236.56401087945977,235.99291869892036,236.263628671815,236.53272889863197,236.0676882487223,236.34253608017573,236.25091023744784,236.55106423392428,236.14261138388994,236.2562632751527,236.49596182952388,236.25887615968256,236.10731778712815,235.97512808325652,236.49760201797264,235.9493442357198,236.06951365553692,236.26363113902323,236.44924634997403,236.06310094054095,236.46149717328052,236.3022431817975,235.97579890895764,236.32045457756197,236.21262022102613,236.0486851699977,236.0712261513602,236.38829794981854,235.92165687047722,236.47329663164444,236.44646345893267,236.85023066218884,236.0166501889823,236.46055923765888,236.44658561266647,236.44236355117735,236.43266437374257,236.15709931320188,235.5772254370062,229.70905765412198,215.37293295044734,210.63799912150026,206.16563622680422,200.68391780704488,195.1719456187804,188.60180629364461,182.643897202031,176.03338225938228,170.69595830857216,165.85598217820063,160.6436818655268,155.26041007504435,149.8308876532692,145.06866330118376,141.1969871113772,136.38554607426332,131.1313813932664,126.47744234842517,122.66271728785082,118.26864654034199,114.44964827138111,110.9940158324473,107.09002832951009,104.1603834026829,100.9184508054451,96.96694721123399,94.97299422904072,91.90589394835354,88.05175598089684,84.50344944395815,80.72273349851861,77.2445165648844,73.57064031018464,70.63209284555518,68.18062030398167,65.1353173647702,62.338986262946634,59.72622403840302,57.46023540618458,55.786369649123685,53.78275473590983,52.28496081078251,50.156375236992005,48.87952305490015,47.15386440537651,45.54493808420611,44.1290276747479,43.54410952480225,42.414231703226335,41.585277273932064,41.24724746794365,40.495224902819245,41.21626760070154,41.21288721123827,41.54112872999272,41.88700449074497,42.04818881383676,42.96184618902154
484.9800000000001,238.96865850636303,238.83869008789492,238.99861761642092,238.6880573396159,238.9819783109478,239.2473027271818,238.92848890328372,238.8366791974142,238.94024104194145,238.80366815926732,239.28252182558606,238.51100532461967,238.72933303632453,238.6267445410281,238.85057296874493,238.34071256150062,238.59626495924823,238.6296017172141,238.22810084050062,238.91832519319806,238.009353337702,238.8449603982849,238.09872473065573,238.643487817199,238.04853953488438,238.19900742078838,237.93017147741978,238.4543080020489,238.04071290111864,238.48487511108158,237.90379005078847,238.20449734877715,238.41361071399146,238.07854572677206,238.1933996843431,238.05174940453358,238.44195065211937,237.99364147117305,238.21713879987766,238.316903008575,238.1197956627287,237.99823820421486,237.82604720453418,238.4383886121638,237.77024738722378,237.94041898071433,238.1145297473309,238.41010877559015,238.05393938739888,238.38245567307618,238.2931796779182,237.83669394681672,238.27131479093802,238.1634115552117,238.08962251691773,238.07205852081253,238.2990318037997,237.85249501857965,238.3742399493088,238.2873800552679,238.7811198543148,237.88743978041992,238.40136481824868,238.32740328123637,238.41313120508465,238.37342600732285,238.02806534420827,237.4480874329366,231.37990134016934,216.7738801151038,211.8887750245055,207.4563090232762,201.91463216681083,196.3225553207362,189.72250044820555,183.70458869142556,177.034115879287,171.55660894017817,166.67652055286678,161.3942472348855,155.98094506834192,150.46141415947613,145.65914446361973,141.83756711598528,137.0461182928101,131.76194589029217,126.98782065440327,123.12316878473843,118.77900699151215,114.87006814956965,111.30451582165156,107.4403608959872,104.47079358872668,101.26889601379673,97.21747383290506,95.23341278344941,92.15629403695087,88.24219776976486,84.61383920736566,80.86299851375554,77.40477073552026,73.77105585973246,70.77243840052918,68.19099471827437,65.12574861713972,62.35949474011002,59.74649446073735,57.51067507983623,55.78674926871619,53.792963179539356,52.34517728110569,50.206817361282305,48.85987850774063,47.22426321136501,45.55529726776433,44.16943554370599,43.514636010505484,42.47465842380902,41.56565872839553,41.31756839414703,40.65575454943226,41.27675708716225,41.31338191010508,41.67158981279894,42.03764340081369,42.228788750973706,43.21235189661388
485.34,241.34965971351033,241.18972306941083,241.38945749250053,241.14891394304317,241.42278843255744,241.65817774274353,241.31939880215242,241.197530435033,241.34111413264174,241.21447399632228,241.67336772461888,240.8918493366539,241.14016387651805,240.97765096392516,241.1214282790064,240.66168840237214,241.04711026744735,241.00047602942544,240.60904115355265,241.26914181399576,240.41028384670867,241.2357041795047,240.39949726071643,240.9144009036658,240.4294327026175,240.47985080835576,240.2611432480508,240.76515233104874,240.29155527374724,240.91571598509205,240.33463785260616,240.4253425479836,240.7744686965034,240.39938002973943,240.58423994785724,240.42256589142784,240.82281311306596,240.35464371825927,240.62799066177226,240.67781875035448,240.53069031434123,240.31913374516407,240.2269414846963,240.8091539470525,240.06112612922763,240.24129983764368,240.3754040689276,240.81094789240578,240.36475517353097,240.78338826747202,240.62409086333298,240.26756479446334,240.63215175530394,240.53418150198684,240.4505345301373,240.45286839379315,240.70974582388953,240.22331051403071,240.72515777190114,240.64827187872928,241.1119850142211,240.2382080315484,240.66214862639015,240.6781988506557,240.77387811158903,240.71416705621178,240.46900526626854,239.87892613167966,233.42072222389112,218.50480168071553,213.5895299571593,209.16696363605982,203.57532721955604,197.8731485442608,191.1831758418324,185.09526149191754,178.32482967162673,172.87724198714616,167.9270443768663,162.60479732399125,157.07146560236114,151.46192643578556,146.63961262166546,142.70813144479314,137.9366750459907,132.60249513064156,127.78818873589546,123.97360807900748,119.5193577007588,115.570476679699,111.91500229763409,108.03068447418107,105.03119268866118,101.74932918949017,97.69798622155801,95.75382002557674,92.54668331234288,88.62262761839318,85.02421843662702,81.2532563664185,77.7050180366794,74.1614601782114,71.11277461617954,68.47135901326186,65.37616821403978,62.52998947464741,59.99675757435995,57.7411028704162,56.017118628319736,53.923165989557305,52.47538790087961,50.387247536267466,49.000224353747626,47.40465123881333,45.73564674365883,44.31983238917874,43.65514826686538,42.66507361140299,41.72602987327889,41.44788064666926,40.86626988127193,41.547233344259155,41.5438632387322,41.95203843390772,42.43826504304269,42.52937247359344,43.68284393643344
485.71,243.74068873196728,243.58078474485774,243.80032069847124,243.50979434101004,243.71362105754508,244.06907706429305,243.74033397598973,243.59840531814118,243.74201147586155,243.63530221773988,243.99423712084698,243.28271679346685,243.48101779560588,243.37858256523597,243.47230734788616,243.0626913499345,243.36797905642976,243.3913746280871,243.0200075864117,243.65998111870456,242.81124020318765,243.58646862131397,242.79029124994543,243.21533935364562,242.86035068056546,242.7707176233555,242.80214201231044,243.1160201136319,242.7324210456155,243.26658021671392,242.74550920447436,242.82621122494572,243.21535051186285,242.8502375077892,242.9951035520246,242.8234050585136,243.20369953126107,242.75567380554241,242.98886618649726,243.17875992940557,243.03160981738736,242.69005416225076,242.597860605974,243.13994054124365,242.36202928073166,242.67220516282106,242.8763026772353,243.20181031802184,242.76559362038887,243.2143467672677,243.00502735945366,242.61845983232243,243.10301196867997,242.9649728361724,242.83147187705737,242.8137007632454,243.10047967787074,242.5841486621332,243.0561010895655,242.96918847506453,243.47287420634706,242.66899762298598,243.10295420697992,242.98901651922557,243.1246457654963,243.29492868979202,242.84997129727492,242.25978812761005,235.41156590993845,220.25574884537204,215.3103058601645,210.76763643253182,205.11604157932203,199.4037582462166,192.74386999639333,186.38595298131213,179.71556329153145,174.20789261875223,169.08758275153247,163.86536269334997,158.0720005956587,152.46245294199247,147.59009378410144,143.62871144940124,138.84724726453746,133.51305962766736,128.61856704187355,124.7140595758951,120.25971815192895,116.24089655788751,112.58550228683833,108.60101704065815,105.57160287470498,102.2897743978418,98.27851284322907,96.14423857998543,92.97708340094024,89.05306940726118,85.41460820003454,81.58352138165552,78.07527220731524,74.50187572775923,71.38312017115351,68.76173342755456,65.5865994664093,62.65049795181076,60.117027996694276,57.93154254406784,56.20749824791224,54.163374433186846,52.555604371202804,50.49768966055774,49.17057980658808,47.59505004480184,45.90600592721708,44.4502402581368,43.81567475256861,42.795500331985636,41.846411327742345,41.60820157287267,41.09679952788494,41.807722830719854,41.74435793759898,42.242499516713934,42.74890395311141,42.889972410730394,44.03334964402575
486.07,246.12168993911462,246.01181772637366,246.2811605745509,245.92065094443723,246.1544311791547,246.51995207985476,246.1912438748584,246.02925655575999,246.03288456656182,246.10610805479482,246.39508301987973,245.79356080550104,245.90184863579947,245.82948898813297,245.87316265814763,245.52366719080604,245.79882436462887,245.8122489402985,245.52094789946375,246.07079773950224,245.24217071219425,246.05721240253376,245.17106378000616,245.49625244011239,245.3112438482986,245.21156101092285,245.17311378294144,245.52686444263176,245.25326341824405,245.61742109072432,245.23635700629202,245.28705642415218,245.5662084943748,245.27107181075652,245.53594381553876,245.26422154540785,245.64456199220766,245.23667605262864,245.35971804839178,245.68967567118503,245.4525044689998,245.1709497032,244.93875488613608,245.6107058761323,244.8129080227355,245.03308601975039,245.23717699883198,245.6926494348375,245.276409406521,245.70527936166346,245.50593854486837,245.0393306799691,245.59384893304588,245.38574278294755,245.25238389027692,245.18451063622604,245.54119369796055,244.97496415758422,245.42701891215785,245.4700802985259,245.88373936625337,245.12976587411444,245.5737380151213,245.34981208864494,245.54539267200067,245.6756697386809,245.3409112193352,244.7306268263532,237.49238679366022,222.10667041098372,217.14106079281825,212.47829104531544,206.82673663206722,200.9443514697412,194.3645453900202,187.8466257818041,181.1162770838712,175.5185256657202,170.27810657553198,164.99591278245572,159.14252112967793,153.45296521830193,148.54056194214718,144.64927577820907,139.7878040177181,134.38360886801675,129.42893512336576,125.41449887016415,121.0100688611756,116.71130508801684,113.16598876282089,109.10134061885205,106.1120019746395,102.77020757353529,98.76902523188204,96.6146458221128,93.3974726763322,89.46349925588953,85.73498742929587,81.91377923431847,78.3255195084744,74.69228004623818,71.68345638680387,69.00209772254206,65.72701906330931,62.740992686348136,60.26729111031682,57.981970334647826,56.32786760751577,54.293577243204766,52.63581499097671,50.57811983554291,49.23092565259506,47.725438072250114,46.02635540311158,44.530637103609564,43.896187008928536,42.88591551957961,42.00678247262573,41.69851382539488,41.18731485972461,41.92819908781678,41.934839266226106,42.50294813782273,42.9995255953404,43.18055613335014,44.39384168384535
486.44000000000005,248.3627189575716,248.1328794018206,248.34202378052163,248.13153134240412,248.36526380414242,248.70085140140432,248.27217904869568,248.12013143886816,248.2137819097816,248.18693627621244,248.47595241610784,247.94442826231398,247.97270255488726,248.0204205894438,248.02404172702742,247.6746701383684,247.9196931536113,247.95314753896017,247.8319143323228,248.18163704421102,247.32312706867327,248.197976844343,247.30185776923517,247.64719089009222,247.52216182624653,247.23242782592268,247.32411254720105,247.68773222521492,247.3941291901123,247.81828532234624,247.40722835816015,247.41792510111432,247.7470903097343,247.50192928880622,247.7068074197061,247.41506071249356,247.70544841040277,247.35770613991176,247.4705935731168,247.85061685023618,247.65342397204594,247.36187012028668,247.05967400741378,247.7114924703235,247.05381117423954,247.19399134492778,247.2380756071397,247.8635118604536,247.45724785337887,247.8462378614592,247.66687504098903,247.1202257178282,247.66470914642193,247.58653411713308,247.42332123719703,247.2653430056784,247.73192755194177,247.20580230568672,247.6479622298222,247.66099689486114,248.0546285583793,247.340555465552,247.7245435957111,247.4306297572148,247.68616032590793,247.84643137226118,247.4918772503416,246.87148882228357,239.40323047970756,223.5376175756402,218.79183669582355,213.94896384178745,208.2674509918332,202.24496117169704,195.59523954458115,189.06731727119868,182.22701070377596,176.52917629732622,171.21864495019813,165.99647815181444,160.0730561229755,154.12349172450885,149.1910431045831,145.24985578281715,140.39837623626488,134.9141733650425,129.90931342934388,125.82495036705177,121.38042931234577,117.08172496620534,113.50648875202512,109.34167318532914,106.36241216068328,103.01065278188685,98.94955185355312,96.78506437652152,93.5378727649296,89.49394104475752,85.81537719270335,81.88404424955539,78.30577367911025,74.64269559578597,71.65380194177786,68.93247213683478,65.63745031567882,62.68150116351154,60.06756153265118,57.78241000829951,56.17824722710827,54.12378568683431,52.466031461299934,50.45856195983319,48.99128110543555,47.51583687823867,45.77671458666981,44.33104497256761,43.77671349463179,42.6563422401623,41.847163927089184,41.578834751598265,41.0578445063376,41.838688574277484,41.905333965092865,42.43340922062896,42.930164505409124,43.141156070487085,44.484347391437666
486.8,251.03372016471891,250.7639123833365,250.93286365660126,250.7223879458313,250.99607392575206,251.29172641696607,250.9530889475644,250.70098267648697,250.76465500048195,250.89774211326736,251.0967983151406,250.52527227434825,250.6835333950808,250.66132701234088,250.72489703728883,250.27564597923995,250.48053846181043,250.50402185117153,250.39285464537483,250.71245366500872,249.96405757767985,250.84872062556283,249.9726302992958,250.23810397655902,250.14305499397966,249.81327121349003,249.76508431783208,250.2185765542148,250.0749715627409,250.44912619635667,250.00807615997786,250.0187703003207,250.40794829224618,250.12276359177358,250.25764768322028,249.9858771993878,250.33631087134935,249.96870838699803,250.17144543501135,250.60153259201564,250.20431862365842,250.0427656612359,249.64056828757586,250.28225780521217,249.63468991624347,249.87487220185716,249.7389499287364,250.4443509772692,250.01806363951096,250.51717045585497,250.22778622640377,249.74109656547483,250.23554611078788,250.20730406390825,249.98423325041657,249.846152878659,250.31264157203162,249.70661780113778,250.39888005241457,250.3318887183225,250.66549371828566,249.96132371668048,250.2753274038525,250.0114253266342,250.33690723241236,250.44717242115004,250.14281717240183,249.51232752102663,241.77405136342932,225.55853914125197,220.7825916284773,215.83961845457102,210.17814604457845,204.07555439522162,197.235914938208,190.70799007169066,183.72772449611568,177.89980934429423,172.5191687741976,167.2970282409202,161.2035766569947,155.31400400081827,150.2115112626289,146.260420111625,141.26893298944552,135.95472260539194,130.79968151083608,126.63538966132083,122.22078002159239,117.7821334963347,114.12697522800764,110.04199676352303,106.85281126061778,103.64108595758032,99.49006424220607,97.30547161864888,94.00826204032157,89.93437089338585,86.26575642196468,82.31430210221839,78.61602098026944,74.93309991426494,71.9141381574282,69.24283643182227,65.93786991257889,62.94199589804893,60.29782464627374,57.97283779887948,56.418616586711806,54.25398849685223,52.63624208107382,50.61899213481834,49.161626951442514,47.60622490568693,45.8770640625643,44.38144181804037,43.98722575099171,42.856757427756236,42.127535071972545,41.80914700412046,41.308359838177296,42.12916483137437,42.21581529372,42.79385784173772,43.25078614763811,43.55173979310683,44.96483943125722
487.1700000000001,253.59474918317588,253.40497405878338,253.53372686257202,253.47326834379814,253.61690655073974,253.91262573851563,253.51402412140166,253.31185755959518,253.3155523437017,253.5485703346849,253.76766771136874,253.00613973116117,253.30438731416862,253.25225861365166,253.41577610616864,252.82664892680233,253.15140725079286,253.0249204498332,252.91382107823387,253.34329296971748,252.63501393415888,253.56948506737206,252.61342428852487,252.96904242653883,252.81397297192763,252.5541380284898,252.38608308209172,252.89944433679798,252.74583733460918,253.0899904279785,252.718947511846,252.60963897728288,253.01883010760565,252.62362106982332,252.8985112873876,252.65671636647355,253.00719728954448,252.5997384742811,252.71232095973636,253.2024737710668,252.8752381267046,252.67368607832262,252.29148740885358,252.85304439940333,252.25559306774747,252.42577752703454,252.39984853704414,253.03521340288532,252.6989020863689,253.22812895565067,252.80872272252444,252.4519916033339,252.8264063241639,252.74809539809382,252.67517059733666,252.45698524811132,252.9533754260128,252.29745594924023,253.07982337007894,253.04280531465776,253.3363829104116,252.6221133081181,252.9861329844423,252.57224299520408,252.90767488631963,253.1179340547303,252.76378320340822,252.18318951695707,244.21489504947667,227.65948630590842,222.82336753148252,217.75029125104305,212.02886040434436,205.85616409717747,198.8866090927689,192.31868156108524,185.32845811602036,179.4304599759002,174.00970714886375,168.62759361027892,162.44411165029226,156.55453050702516,151.28199242506483,147.2910001162331,142.26950520799227,136.88528710241772,131.6700598168142,127.48584115820839,123.06114047276259,118.42255337452326,114.8374752172119,110.72232933000012,107.42322144666156,104.28153116593197,100.07059086387713,97.84589017305757,94.51866212891892,90.38481268225388,86.67614618537223,82.68456711745534,78.93627515090526,75.2335154638127,72.17448371240218,69.46321084611498,66.19830116494839,63.102504375212305,60.55809506860811,58.09327747253113,56.61899620630433,54.44419694048176,52.76645855139702,50.75943425910867,49.261982404283,47.73662371167549,45.95742324612257,44.50184968699844,44.15775223669493,42.94718414833892,42.27791652643603,42.029467930323875,41.548889484790266,42.339654317835084,42.49630999258679,43.00431892454398,43.54142505770682,43.892339730243776,45.415345138849545
487.5299999999999,256.5357503903232,256.3360070402993,256.4045667386516,256.4941249472254,256.4877166723494,256.7635007540773,256.5349340202704,256.14270879721397,256.24642543440206,256.6193761717399,256.6185136104016,255.92698374319542,256.18521815436213,256.1431650365487,256.40663141643006,255.70762476767385,256.04225255899195,255.85579476204452,255.8647613912859,256.2141095905152,255.6359444431655,256.41022884859194,255.5841968185855,255.89995551300564,255.7348661396608,255.56498141605715,255.2670548527227,255.81028866579783,255.69667970723776,256.140831301989,255.63979531366368,255.51048417648926,255.94968809011758,255.63445537279065,255.88935155090178,255.6575328533678,255.87805975049108,255.53074072136738,255.65317282163093,256.1533895128463,255.71613277831705,255.51458161927187,255.20238168901565,255.683809734292,255.16647180975133,255.42665838396388,255.2407228586408,255.93605251970095,255.58971787250096,256.11906155004647,255.6596339079392,255.28286245098062,255.67724328852984,255.71886534486893,255.6160826105562,255.46779512109194,255.9040894461026,255.1082714446913,256.0107411926712,255.8936971381191,256.32724807031786,255.4728815592465,255.84691679258367,255.4230385646234,255.848421792824,256.0286751036192,255.66472312546847,255.13402821570014,246.94571593319844,230.14040787152015,225.26412246413625,220.13094586382664,214.2095554570896,207.83675732070202,201.0372844863958,194.1493543615772,187.1591719083601,181.1710930228682,175.68023097286328,170.1681436993847,164.0146321843115,157.9250427833346,152.58246058311053,148.63156444504094,143.48006196117296,138.02583634276712,132.71042789830636,128.51628045247747,124.14149118200922,119.35296190465257,115.76796169319442,111.57265290819404,108.23362054659606,105.0119643416254,100.76110325253006,98.5262974151849,95.18905140431093,90.97524253088218,87.25652541463356,83.25482497011834,79.43652245206442,75.6739197822917,72.62481992805257,69.86357514110247,66.59872076184845,63.43299910974966,60.90835818223067,58.383705263111096,56.95936556590786,54.724399750499686,53.06666917117096,51.02986443409381,49.44232825028996,47.97701173912375,46.137772722017075,44.78224653247119,44.408264493054844,43.2175993359329,42.56828767131938,42.32978018284609,41.959404816629956,42.70013057493196,42.87679132121394,43.45476754565274,44.00204669993582,44.43292345286352,45.97583717866911
