"Storage 151817 - RawData - C:\Documents and Settings\user\My Documents\Adam_Hughes\11_5_12\25nm_np\NPConcentration\File_121105_151817.spc"
"Wavelength nm.","Abs."
751.50000,0.00797
752.00000,0.00615
752.50000,0.00804
753.00000,0.00832
753.50000,0.00780
754.00000,0.00717
754.50000,0.00624
755.00000,0.00731
755.50000,0.00906
756.00000,0.00983
756.50000,0.00941
757.00000,0.00752
757.50000,0.00716
758.00000,0.00754
758.50000,0.00703
759.00000,0.00545
759.50000,0.00455
760.00000,0.00685
760.50000,0.00748
761.00000,0.00693
761.50000,0.00400
762.00000,0.00693
762.50000,0.00757
763.00000,0.00842
763.50000,0.00833
764.00000,0.00626
764.50000,0.00851
765.00000,0.00821
765.50000,0.00542
766.00000,0.00650
766.50000,0.00633
767.00000,0.00793
767.50000,0.00508
768.00000,0.00745
768.50000,0.00658
769.00000,0.00771
769.50000,0.00580
770.00000,0.00589
770.50000,0.00659
771.00000,0.00655
771.50000,0.00546
772.00000,0.00441
772.50000,0.00565
773.00000,0.00482
773.50000,0.00282
774.00000,0.00409
774.50000,0.00713
775.00000,0.00407
775.50000,0.00182
776.00000,0.00401
776.50000,0.00493
777.00000,0.00531
777.50000,0.00735
778.00000,0.00912
778.50000,0.00648
779.00000,0.00587
779.50000,0.00580
780.00000,0.00713
780.50000,0.00684
781.00000,0.00264
781.50000,0.00514
782.00000,0.00694
782.50000,0.00632
783.00000,0.00636
783.50000,0.00555
784.00000,0.00732
784.50000,0.00552
785.00000,0.00558
785.50000,0.00703
786.00000,0.00552
786.50000,0.00740
787.00000,0.00792
787.50000,0.00780
788.00000,0.00519
788.50000,0.00761
789.00000,0.00591
789.50000,0.00478
790.00000,0.00885
790.50000,0.00555
791.00000,0.00516
791.50000,0.00891
792.00000,0.00793
792.50000,0.00722
793.00000,0.00766
793.50000,0.00479
794.00000,0.00510
794.50000,0.00722
795.00000,0.00319
795.50000,0.00435
796.00000,0.00549
796.50000,0.00421
797.00000,0.00783
797.50000,0.00560
798.00000,0.00528
798.50000,0.00714
799.00000,0.00262
799.50000,0.00652
800.00000,0.00513
800.50000, 
801.00000, 
801.50000, 
802.00000, 
802.50000, 
803.00000, 
803.50000, 
804.00000, 
804.50000, 
805.00000, 
805.50000, 
806.00000, 
806.50000, 
807.00000, 
807.50000, 
808.00000, 
808.50000, 
809.00000, 
809.50000, 
810.00000, 
810.50000, 
811.00000, 
811.50000, 
812.00000, 
812.50000, 
813.00000, 
813.50000, 
814.00000, 
814.50000, 
815.00000, 
815.50000, 
816.00000, 
816.50000, 
817.00000, 
817.50000, 
818.00000, 
818.50000, 
819.00000, 
819.50000, 
820.00000, 
820.50000, 
821.00000, 
821.50000, 
822.00000, 
822.50000, 
823.00000, 
823.50000, 
824.00000, 
824.50000, 
825.00000, 
825.50000, 
826.00000, 
826.50000, 
827.00000, 
827.50000, 
828.00000, 
828.50000, 
829.00000, 
829.50000, 
830.00000, 
830.50000, 
831.00000, 
831.50000, 
832.00000, 
832.50000, 
833.00000, 
833.50000, 
834.00000, 
834.50000, 
835.00000, 
835.50000, 
836.00000, 
836.50000, 
837.00000, 
837.50000, 
838.00000, 
838.50000, 
839.00000, 
839.50000, 
840.00000, 
840.50000, 
841.00000, 
841.50000, 
842.00000, 
842.50000, 
843.00000, 
843.50000, 
844.00000, 
844.50000, 
845.00000, 
845.50000, 
846.00000, 
846.50000, 
847.00000, 
847.50000, 
848.00000, 
848.50000, 
849.00000, 
849.50000, 
850.00000, 
850.50000, 
851.00000, 
851.50000, 
852.00000, 
852.50000, 
853.00000, 
853.50000, 
854.00000, 
854.50000, 
855.00000, 
855.50000, 
856.00000, 
856.50000, 
857.00000, 
857.50000, 
858.00000, 
858.50000, 
859.00000, 
859.50000, 
860.00000, 
860.50000, 
861.00000, 
861.50000, 
862.00000, 
862.50000, 
863.00000, 
863.50000, 
864.00000, 
864.50000, 
865.00000, 
865.50000, 
866.00000, 
866.50000, 
867.00000, 
867.50000, 
868.00000, 
868.50000, 
869.00000, 
869.50000, 
870.00000, 
870.50000, 
871.00000, 
871.50000, 
872.00000, 
872.50000, 
873.00000, 
873.50000, 
874.00000, 
874.50000, 
875.00000, 
875.50000, 
876.00000, 
876.50000, 
877.00000, 
877.50000, 
878.00000, 
878.50000, 
879.00000, 
879.50000, 
880.00000, 
880.50000, 
881.00000, 
881.50000, 
882.00000, 
882.50000, 
883.00000, 
883.50000, 
884.00000, 
884.50000, 
885.00000, 
885.50000, 
886.00000, 
886.50000, 
887.00000, 
887.50000, 
888.00000, 
888.50000, 
889.00000, 
889.50000, 
890.00000, 
890.50000, 
891.00000, 
891.50000, 
892.00000, 
892.50000, 
893.00000, 
893.50000, 
894.00000, 
894.50000, 
895.00000, 
895.50000, 
896.00000, 
896.50000, 
897.00000, 
897.50000, 
898.00000, 
898.50000, 
899.00000, 
899.50000, 
900.00000, 
