"Storage 153133 - RawData - C:\Documents and Settings\user\My Documents\Adam_Hughes\11_5_12\25nm_np\NPConcentration\File_121105_153133.spc"
"Wavelength nm.","Abs."
555.50000,0.38487
556.00000,0.37917
556.50000,0.37538
557.00000,0.36870
557.50000,0.36485
558.00000,0.36087
558.50000,0.35751
559.00000,0.35159
559.50000,0.34555
560.00000,0.34265
560.50000,0.33778
561.00000,0.33377
561.50000,0.32927
562.00000,0.32539
562.50000,0.32133
563.00000,0.31561
563.50000,0.31233
564.00000,0.30876
564.50000,0.30574
565.00000,0.30283
565.50000,0.29726
566.00000,0.29366
566.50000,0.28874
567.00000,0.28625
567.50000,0.28323
568.00000,0.27988
568.50000,0.27510
569.00000,0.27029
569.50000,0.26678
570.00000,0.26219
570.50000,0.26004
571.00000,0.25717
571.50000,0.25511
572.00000,0.24980
572.50000,0.24634
573.00000,0.24313
573.50000,0.24051
574.00000,0.23734
574.50000,0.23488
575.00000,0.23100
575.50000,0.22827
576.00000,0.22458
576.50000,0.22205
577.00000,0.22003
577.50000,0.21635
578.00000,0.21451
578.50000,0.21162
579.00000,0.20905
579.50000,0.20587
580.00000,0.20238
580.50000,0.20088
581.00000,0.19742
581.50000,0.19530
582.00000,0.19405
582.50000,0.19057
583.00000,0.18790
583.50000,0.18842
584.00000,0.18361
584.50000,0.18115
585.00000,0.18022
585.50000,0.17741
586.00000,0.17453
586.50000,0.17403
587.00000,0.17245
587.50000,0.17061
588.00000,0.16725
588.50000,0.16782
589.00000,0.16341
589.50000,0.16125
590.00000,0.16132
590.50000,0.15901
591.00000,0.15688
591.50000,0.15361
592.00000,0.15382
592.50000,0.15129
593.00000,0.14920
593.50000,0.14774
594.00000,0.14612
594.50000,0.14333
595.00000,0.14339
595.50000,0.14175
596.00000,0.13989
596.50000,0.13863
597.00000,0.13792
597.50000,0.13708
598.00000,0.13504
598.50000,0.13382
599.00000,0.13422
599.50000,0.13443
600.00000,0.13173
600.50000,0.12892
601.00000,0.12659
601.50000,0.12485
602.00000,0.12367
602.50000,0.12344
603.00000,0.12334
603.50000,0.12238
604.00000,0.12048
604.50000,0.11945
605.00000,0.11806
605.50000,0.11714
606.00000,0.11603
606.50000,0.11691
607.00000,0.11427
607.50000,0.11369
608.00000,0.11215
608.50000,0.11104
609.00000,0.11079
609.50000,0.10959
610.00000,0.10880
610.50000,0.10829
611.00000,0.10753
611.50000,0.10716
612.00000,0.10544
612.50000,0.10454
613.00000,0.10339
613.50000,0.10448
614.00000,0.10371
614.50000,0.10222
615.00000,0.10129
615.50000,0.10031
616.00000,0.09998
616.50000,0.09795
617.00000,0.09842
617.50000,0.09746
