SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Wed Nov 07 18:32:36 EST 2012
User: group
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2E7196
Integration Time (usec): 1000000 (USB2E7196)
Spectra Averaged: 1 (USB2E7196)
Boxcar Smoothing: 10 (USB2E7196)
Correct for Electrical Dark: No (USB2E7196)
Strobe/Lamp Enabled: No (USB2E7196)
Correct for Detector Non-linearity: No (USB2E7196)
Correct for Stray Light: No (USB2E7196)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
339.09	0.00
339.48	222.00
339.86	221.00
340.24	222.00
340.63	221.00
341.01	263.00
341.39	230.00
341.78	231.00
342.16	238.00
342.54	232.00
342.93	224.62
343.31	236.10
343.69	236.38
344.07	236.81
344.46	237.76
344.84	238.67
345.22	237.57
345.60	237.81
345.99	238.19
346.37	238.38
346.75	238.67
347.13	238.67
347.52	239.05
347.90	240.00
348.28	239.95
348.66	240.86
349.05	240.14
349.43	240.29
349.81	240.38
350.19	240.14
350.57	240.19
350.96	240.52
351.34	240.43
351.72	240.81
352.10	241.10
352.48	240.71
352.87	240.38
353.25	240.19
353.63	240.14
354.01	240.00
354.39	240.10
354.77	240.05
355.15	240.52
355.54	240.29
355.92	239.05
356.30	238.86
356.68	239.76
357.06	239.71
357.44	239.57
357.82	239.48
358.20	239.57
358.58	239.48
358.97	239.43
359.35	240.00
359.73	240.38
360.11	240.10
360.49	240.24
360.87	240.29
361.25	240.52
361.63	241.67
362.01	241.57
362.39	241.05
362.77	241.10
363.15	241.10
363.53	240.86
363.91	241.00
364.29	241.33
364.67	239.10
365.05	239.33
365.43	239.00
365.81	239.29
366.19	240.52
366.57	241.48
366.95	241.29
367.33	240.52
367.71	240.24
368.09	240.90
368.47	240.67
368.85	240.48
369.23	240.95
369.61	239.48
369.99	240.52
370.37	240.81
370.75	242.05
371.13	241.38
371.51	241.14
371.89	241.24
372.27	241.19
372.65	241.76
373.03	241.57
373.41	241.81
373.78	241.71
374.16	240.14
374.54	239.33
374.92	238.90
375.30	239.10
375.68	238.81
376.06	238.90
376.44	239.00
376.82	239.38
377.19	238.95
377.57	239.10
377.95	238.24
378.33	238.24
378.71	236.86
379.09	237.19
379.47	237.62
379.84	237.52
380.22	237.33
380.60	236.67
380.98	236.57
381.36	236.71
381.73	236.24
382.11	236.90
382.49	237.33
382.87	237.29
383.25	236.86
383.62	240.10
384.00	239.52
384.38	239.76
384.76	240.43
385.13	241.52
385.51	241.62
385.89	241.24
386.27	241.14
386.64	241.33
387.02	241.19
387.40	241.19
387.78	241.57
388.15	241.52
388.53	241.81
388.91	241.81
389.29	241.43
389.66	242.10
390.04	241.57
390.42	241.43
390.79	241.52
391.17	241.90
391.55	238.76
391.92	239.10
392.30	239.05
392.68	238.33
393.05	238.14
393.43	238.38
393.81	238.43
394.18	238.05
394.56	238.10
394.94	238.48
395.31	238.05
395.69	238.90
396.06	239.48
396.44	239.52
396.82	239.62
397.19	241.10
397.57	240.86
397.95	241.33
398.32	241.10
398.70	241.62
399.07	241.90
399.45	242.00
399.82	241.95
400.20	242.14
400.58	242.19
400.95	241.48
401.33	242.29
401.70	244.10
402.08	244.62
402.45	244.76
402.83	245.57
403.20	246.05
403.58	245.52
403.95	245.62
404.33	246.19
404.71	246.14
405.08	247.48
405.46	247.76
405.83	248.24
406.21	248.67
406.58	249.05
406.96	249.38
407.33	250.33
407.70	251.00
408.08	253.24
408.45	254.14
408.83	254.90
409.20	254.90
409.58	254.48
409.95	255.57
410.33	256.86
410.70	257.24
411.08	258.62
411.45	260.00
411.82	261.14
412.20	263.00
412.57	266.00
412.95	265.33
413.32	267.00
413.69	268.52
414.07	270.62
414.44	272.29
414.82	274.62
415.19	277.00
415.56	279.38
415.94	280.29
416.31	283.24
416.68	286.05
417.06	289.43
417.43	293.00
417.81	296.33
418.18	300.29
418.55	304.33
418.93	308.62
419.30	312.62
419.67	317.14
420.04	321.33
420.42	325.57
420.79	332.95
421.16	338.52
421.54	345.90
421.91	351.43
422.28	358.05
422.66	364.62
423.03	372.71
423.40	379.86
423.77	387.62
424.15	395.14
424.52	402.90
424.89	411.38
425.26	419.10
425.64	426.71
426.01	434.48
426.38	443.19
426.75	452.90
427.13	461.86
427.50	471.71
427.87	481.38
428.24	491.52
428.61	499.90
428.99	511.67
429.36	521.43
429.73	532.67
430.10	543.90
430.47	556.19
430.85	566.81
431.22	579.86
431.59	595.62
431.96	608.57
432.33	623.38
432.70	637.67
433.08	654.52
433.45	670.24
433.82	684.95
434.19	701.33
434.56	716.86
434.93	732.57
435.30	747.76
435.68	765.62
436.05	782.43
436.42	798.57
436.79	813.81
437.16	830.33
437.53	848.29
437.90	865.57
438.27	882.52
438.64	899.19
439.01	915.24
439.38	926.19
439.75	939.24
440.13	954.14
440.50	968.48
440.87	979.81
441.24	992.24
441.61	1006.00
441.98	1015.38
442.35	1025.86
442.72	1038.43
443.09	1050.67
443.46	1056.76
443.83	1060.14
444.20	1063.43
444.57	1067.19
444.94	1069.00
445.31	1069.76
445.68	1074.76
446.05	1073.52
