SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Tue Apr 02 18:42:51 EDT 2013
User: group
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB2E7196
Integration Time (usec): 580000 (USB2E7196)
Spectra Averaged: 2 (USB2E7196)
Boxcar Smoothing: 10 (USB2E7196)
Correct for Electrical Dark: No (USB2E7196)
Strobe/Lamp Enabled: No (USB2E7196)
Correct for Detector Non-linearity: No (USB2E7196)
Correct for Stray Light: No (USB2E7196)
Number of Pixels in Processed Spectrum: 2048
>>>>>Begin Processed Spectral Data<<<<<
339.09	0.00
339.48	193.50
339.86	197.00
340.24	198.50
340.63	197.50
341.01	232.50
341.39	201.50
341.78	203.00
342.16	207.00
342.54	207.50
342.93	198.05
343.31	207.71
343.69	208.43
344.07	208.81
344.46	209.29
344.84	209.64
345.22	208.64
345.60	208.93
345.99	209.24
346.37	209.38
346.75	209.38
347.13	209.29
347.52	209.40
347.90	210.17
348.28	210.57
348.66	210.86
349.05	210.21
349.43	210.45
349.81	210.60
350.19	210.76
350.57	210.81
350.96	211.17
351.34	211.33
351.72	211.26
352.10	211.43
352.48	211.48
352.87	211.62
353.25	211.40
353.63	211.43
354.01	211.45
354.39	211.81
354.77	212.02
355.15	212.83
355.54	212.52
355.92	211.93
356.30	211.76
356.68	213.10
357.06	213.33
357.44	213.10
357.82	213.12
358.20	213.98
358.58	214.00
358.97	214.02
359.35	214.50
359.73	215.02
360.11	214.98
360.49	215.19
360.87	215.19
361.25	215.74
361.63	216.57
362.01	216.76
362.39	216.31
362.77	216.43
363.15	216.17
363.53	216.36
363.91	216.14
364.29	216.07
364.67	214.12
365.05	214.14
365.43	214.07
365.81	214.52
366.19	214.38
366.57	214.98
366.95	214.86
367.33	214.62
367.71	214.43
368.09	215.02
368.47	214.86
368.85	214.90
369.23	215.40
369.61	214.60
369.99	215.05
370.37	215.31
370.75	216.24
371.13	215.74
371.51	215.55
371.89	216.05
372.27	216.12
372.65	216.40
373.03	216.62
373.41	216.74
373.78	216.50
374.16	215.67
374.54	215.17
374.92	215.14
375.30	214.95
375.68	214.69
376.06	214.71
376.44	214.67
376.82	214.83
377.19	214.29
377.57	214.31
377.95	213.69
378.33	213.69
378.71	212.52
379.09	213.02
379.47	213.29
379.84	213.00
380.22	212.98
380.60	212.62
380.98	212.26
381.36	212.26
381.73	211.86
382.11	212.33
382.49	212.45
382.87	212.05
383.25	212.40
383.62	214.76
384.00	214.19
384.38	214.12
384.76	214.48
385.13	215.31
385.51	215.40
385.89	215.36
386.27	215.48
386.64	215.86
387.02	215.62
387.40	215.45
387.78	215.52
388.15	215.69
388.53	215.64
388.91	215.76
389.29	215.57
389.66	215.98
390.04	215.55
390.42	215.93
390.79	216.21
391.17	215.98
391.55	213.79
391.92	213.71
392.30	214.05
392.68	213.57
393.05	213.43
393.43	213.21
393.81	213.26
394.18	212.93
394.56	212.90
394.94	213.38
395.31	213.38
395.69	213.98
396.06	214.21
396.44	214.33
396.82	214.38
397.19	215.62
397.57	215.40
397.95	215.79
398.32	215.24
398.70	215.36
399.07	215.79
399.45	215.62
399.82	215.86
400.20	215.62
400.58	215.67
400.95	215.00
401.33	215.60
401.70	217.17
402.08	217.57
402.45	217.45
402.83	217.98
403.20	218.17
403.58	217.93
403.95	218.33
404.33	218.81
404.71	219.19
405.08	220.17
405.46	220.33
405.83	220.76
406.21	221.31
406.58	221.81
406.96	222.12
407.33	222.86
407.70	223.57
408.08	225.57
408.45	226.38
408.83	227.26
409.20	227.64
409.58	227.02
409.95	228.26
410.33	229.21
410.70	229.36
411.08	230.50
411.45	231.48
411.82	232.10
412.20	233.64
412.57	235.88
412.95	235.62
413.32	237.64
413.69	238.98
414.07	240.55
414.44	242.19
414.82	244.14
415.19	246.71
415.56	248.67
415.94	250.14
416.31	252.98
416.68	255.74
417.06	259.24
417.43	262.81
417.81	266.00
418.18	269.83
418.55	273.67
418.93	277.64
419.30	282.05
419.67	286.60
420.04	290.95
420.42	294.98
420.79	301.86
421.16	307.57
421.54	314.52
421.91	320.45
422.28	326.60
422.66	333.21
423.03	340.81
423.40	348.29
423.77	355.21
424.15	362.57
424.52	370.17
424.89	378.98
425.26	386.64
425.64	394.05
426.01	402.19
426.38	411.07
426.75	421.14
427.13	430.48
427.50	440.07
427.87	450.43
428.24	460.31
428.61	468.90
428.99	480.17
429.36	490.26
429.73	501.76
430.10	513.48
430.47	525.52
430.85	536.74
431.22	548.90
431.59	564.10
431.96	576.90
432.33	591.12
432.70	604.40
433.08	620.55
433.45	636.14
433.82	651.50
434.19	668.31
434.56	684.48
434.93	700.07
435.30	716.40
435.68	733.36
436.05	750.52
436.42	767.71
436.79	783.69
437.16	801.05
437.53	819.57
437.90	837.31
438.27	854.86
438.64	872.57
439.01	889.57
439.38	902.93
439.75	917.74
440.13	934.21
440.50	950.33
440.87	963.38
441.24	976.33
441.61	991.29
441.98	1002.50
442.35	1014.17
442.72	1027.55
443.09	1040.45
443.46	1049.05
443.83	1054.86
444.20	1059.67
444.57	1065.69
444.94	1069.31
445.31	1072.43
445.68	1077.95
446.05	1079.43
446.42	1078.26
446.79	1077.60
447.16	1076.29
447.53	1075.43
447.90	1069.26
448.27	1062.62
448.64	1053.64
449.01	1047.79
449.37	1036.57
449.74	1025.14
450.11	1014.50
450.48	999.38
450.85	983.40
451.22	970.29
451.59	958.24
451.96	946.71
452.33	930.40
452.70	915.86
453.07	898.71
453.43	879.10
453.80	862.43
454.17	846.64
454.54	830.71
454.91	814.14
455.28	797.90
455.65	782.88
456.02	771.38
456.38	759.10
456.75	743.38
457.12	729.83
457.49	717.14
457.86	702.43
458.23	692.98
458.59	681.57
458.96	669.21
459.33	658.76
459.70	648.33
460.07	640.19
460.43	630.76
460.80	621.64
461.17	614.31
461.54	606.12
461.91	598.12
462.27	590.40
462.64	583.52
463.01	575.79
463.38	569.74
463.74	558.71
464.11	551.86
464.48	546.38
464.85	540.33
465.21	535.86
465.58	530.81
465.95	523.76
466.32	518.90
466.68	513.79
467.05	508.36
467.42	503.17
467.78	497.88
468.15	492.81
468.52	489.40
468.88	483.71
469.25	479.05
469.62	475.45
469.98	470.69
470.35	467.00
470.72	463.62
471.08	458.36
471.45	455.81
471.82	453.33
472.18	449.45
472.55	446.83
472.92	443.38
473.28	440.55
473.65	437.76
474.02	434.76
474.38	432.67
474.75	431.17
475.11	428.60
475.48	427.00
475.85	425.50
476.21	423.69
476.58	422.71
476.94	421.67
477.31	420.38
477.67	419.50
478.04	418.36
478.41	417.83
478.77	420.00
479.14	418.86
479.50	417.79
479.87	417.57
480.23	417.50
480.60	416.95
480.96	417.24
481.33	418.14
481.69	418.36
482.06	418.81
482.42	419.12
482.79	419.81
483.15	420.05
483.52	420.60
483.88	420.83
484.25	421.45
484.61	422.07
484.98	422.48
485.34	424.05
485.71	425.67
486.07	426.64
486.44	425.57
486.80	426.98
487.17	428.71
487.53	431.36
487.90	433.14
488.26	436.05
488.62	438.21
488.99	440.00
489.35	442.95
489.72	445.10
490.08	447.48
490.44	449.95
490.81	453.48
491.17	456.67
491.54	460.12
491.90	463.57
492.26	467.24
492.63	471.29
492.99	475.43
493.36	479.26
493.72	483.64
494.08	488.38
494.45	493.40
494.81	498.38
495.17	502.71
495.54	507.57
495.90	512.45
496.26	517.79
496.63	523.36
496.99	528.67
497.35	534.67
497.72	540.60
498.08	546.36
498.44	552.10
498.80	558.33
499.17	564.88
499.53	571.40
499.89	578.60
500.26	584.98
500.62	591.29
500.98	598.98
501.34	605.69
501.71	613.02
502.07	619.38
502.43	626.21
502.79	632.95
503.16	640.02
503.52	647.12
503.88	654.00
504.24	661.21
504.60	669.02
504.97	676.86
505.33	684.31
505.69	693.36
506.05	700.88
506.41	708.19
506.78	715.40
507.14	722.95
507.50	730.33
507.86	738.50
508.22	746.55
508.59	753.90
508.95	761.93
509.31	770.55
509.67	778.74
510.03	786.07
510.39	794.19
510.75	802.38
511.12	809.69
511.48	817.88
511.84	825.31
512.20	833.36
512.56	840.45
512.92	848.31
513.28	855.81
513.64	863.55
514.00	871.62
514.37	879.21
514.73	886.93
515.09	893.71
515.45	900.81
515.81	907.88
516.17	914.17
516.53	920.67
516.89	926.10
517.25	933.21
517.61	941.14
517.97	947.57
518.33	953.50
518.69	960.88
519.05	966.95
519.41	973.40
519.77	979.90
520.13	985.74
520.49	991.33
520.85	996.69
521.21	1003.29
521.57	1009.26
521.93	1014.26
522.29	1020.02
522.65	1025.86
523.01	1031.71
523.37	1036.62
523.73	1042.76
524.09	1048.10
524.45	1053.45
524.81	1057.60
525.17	1062.64
525.53	1067.38
525.89	1072.98
526.25	1077.62
526.61	1082.05
526.97	1085.71
527.33	1090.14
527.68	1097.07
528.04	1101.38
528.40	1106.19
528.76	1109.74
529.12	1113.69
529.48	1119.62
529.84	1123.14
530.20	1127.95
530.56	1131.71
530.91	1136.31
531.27	1139.86
531.63	1143.98
531.99	1147.62
532.35	1152.10
532.71	1155.79
533.07	1160.40
533.42	1166.43
533.78	1171.07
534.14	1175.52
534.50	1180.50
534.86	1184.38
535.21	1186.45
535.57	1191.19
535.93	1193.60
536.29	1199.12
536.65	1203.05
537.00	1206.21
537.36	1210.12
537.72	1212.62
538.08	1216.76
538.44	1219.45
538.79	1223.31
539.15	1226.93
539.51	1231.38
539.87	1235.36
540.22	1238.21
540.58	1241.43
540.94	1243.00
541.29	1245.64
541.65	1248.14
542.01	1251.31
542.37	1253.52
542.72	1256.21
543.08	1258.05
543.44	1261.95
543.79	1263.19
544.15	1266.33
544.51	1269.79
544.87	1272.57
545.22	1276.17
545.58	1278.19
545.94	1281.26
546.29	1284.00
546.65	1286.43
547.01	1288.98
547.36	1291.55
547.72	1294.02
548.07	1297.19
548.43	1298.67
548.79	1301.05
549.14	1303.48
549.50	1306.43
549.86	1308.67
550.21	1311.64
550.57	1315.10
550.92	1317.71
551.28	1321.45
551.64	1324.93
551.99	1327.52
552.35	1331.07
552.70	1333.07
553.06	1336.69
553.41	1340.48
553.77	1345.02
554.13	1349.10
554.48	1352.71
554.84	1357.05
555.19	1361.02
555.55	1365.67
555.90	1370.55
556.26	1373.69
556.61	1378.74
556.97	1381.76
557.32	1386.05
557.68	1390.21
