Wavelength,2013-02-04 15:40:48,2013-02-04 15:41:34,2013-02-04 15:42:20,2013-02-04 15:43:06,2013-02-04 15:43:52,2013-02-04 15:44:38,2013-02-04 15:45:24,2013-02-04 15:46:10,2013-02-04 15:46:56,2013-02-04 15:47:42,2013-02-04 15:48:29,2013-02-04 15:49:15,2013-02-04 15:50:01,2013-02-04 15:50:47,2013-02-04 15:51:33,2013-02-04 15:52:19,2013-02-04 15:53:05,2013-02-04 15:53:51,2013-02-04 15:54:37,2013-02-04 15:55:23,2013-02-04 15:56:09,2013-02-04 15:56:55,2013-02-04 15:57:41,2013-02-04 15:58:27,2013-02-04 15:59:13,2013-02-04 16:00:00,2013-02-04 16:00:46,2013-02-04 16:01:32,2013-02-04 16:02:18,2013-02-04 16:03:04,2013-02-04 16:03:50,2013-02-04 16:04:36,2013-02-04 16:05:22,2013-02-04 16:06:08,2013-02-04 16:06:54,2013-02-04 16:07:40,2013-02-04 16:08:26,2013-02-04 16:09:12,2013-02-04 16:09:58,2013-02-04 16:10:45,2013-02-04 16:11:31,2013-02-04 16:12:17,2013-02-04 16:13:03,2013-02-04 16:13:49,2013-02-04 16:14:35,2013-02-04 16:15:21,2013-02-04 16:16:07,2013-02-04 16:16:53,2013-02-04 16:17:39,2013-02-04 16:18:25,2013-02-04 16:19:11,2013-02-04 16:19:57,2013-02-04 16:20:43,2013-02-04 16:21:30,2013-02-04 16:22:16,2013-02-04 16:23:02,2013-02-04 16:23:52,2013-02-04 16:24:38,2013-02-04 16:25:24,2013-02-04 16:26:10,2013-02-04 16:26:56,2013-02-04 16:27:42,2013-02-04 16:28:28,2013-02-04 16:29:15,2013-02-04 16:30:01,2013-02-04 16:30:47,2013-02-04 16:31:33,2013-02-04 16:32:19,2013-02-04 16:33:05,2013-02-04 16:33:51,2013-02-04 16:34:37,2013-02-04 16:35:23,2013-02-04 16:36:09,2013-02-04 16:36:55,2013-02-04 16:37:41,2013-02-04 16:38:27,2013-02-04 16:39:13,2013-02-04 16:40:00
524.0,2093.64,2092.33,2094.31,2092.9,2092.21,2094.46,2095.65,2094.13,2094.57,2095.96,2095.57,2095.22,2095.4,2094.98,2096.8,2096.91,2096.42,2096.15,2096.99,2094.87,2095.56,2095.27,2096.71,2095.89,2095.82,2097.58,1150.51,1147.88,1147.72,1143.87,1147.93,1146.62,1147.54,1145.49,1146.19,1145.32,1143.73,1143.93,1145.22,1145.16,1144.59,1140.98,1142.43,1144.42,1143.01,1142.11,1141.25,1142.83,1141.91,1141.91,1141.72,1141.73,1140.87,1139.9,1139.51,1139.49,1139.53,1138.37,1137.64,1086.15,1084.6,1082.98,1083.29,1083.24,1081.52,1080.15,1080.27,1079.21,1087.68,1087.43,1086.12,1083.58,1085.01,1082.48,1081.74,1079.94,1080.07,1079.12
525.0,2100.17,2098.68,2101.08,2099.72,2098.77,2100.89,2102.14,2100.83,2101.24,2102.69,2102.21,2101.71,2102.06,2101.62,2103.1,2103.3,2102.95,2102.57,2103.6,2101.56,2102.05,2101.75,2103.25,2102.59,2102.25,2104.18,1154.04,1151.3,1150.97,1147.16,1150.89,1149.74,1150.64,1148.68,1149.43,1148.59,1146.78,1147.19,1148.34,1148.24,1147.61,1144.08,1145.7,1147.54,1146.07,1145.3,1144.49,1145.96,1145.0,1144.84,1144.85,1144.73,1143.84,1142.91,1142.34,1142.52,1142.67,1141.48,1140.52,1086.88,1085.17,1083.51,1083.75,1083.65,1081.99,1080.49,1080.9,1079.68,1088.17,1087.76,1086.48,1084.23,1085.34,1082.73,1082.17,1080.2,1080.48,1079.38
526.0,2108.95,2107.34,2109.98,2108.38,2107.47,2109.57,2110.78,2109.55,2109.89,2111.25,2111.04,2110.29,2110.85,2110.44,2111.61,2112.01,2111.82,2111.35,2112.14,2110.24,2110.59,2110.34,2112.18,2111.39,2111.09,2112.71,1159.32,1156.42,1156.02,1152.12,1155.77,1154.7,1155.68,1153.6,1154.36,1153.49,1151.68,1151.96,1153.36,1153.15,1152.43,1149.11,1150.53,1152.42,1150.93,1150.14,1149.42,1150.63,1149.9,1149.71,1149.54,1149.49,1148.62,1147.77,1147.2,1147.31,1147.19,1146.22,1145.27,1089.04,1087.34,1085.66,1085.85,1085.63,1084.08,1082.43,1082.85,1081.58,1090.2,1089.82,1088.57,1086.1,1087.4,1084.63,1084.09,1082.16,1082.58,1081.32
527.0,2118.08,2116.42,2118.85,2117.52,2116.71,2118.54,2120.1,2118.75,2119.05,2120.29,2120.01,2119.31,2119.89,2119.26,2120.92,2121.2,2120.76,2120.64,2121.19,2119.44,2119.42,2119.37,2121.21,2120.44,2120.18,2121.47,1165.21,1162.18,1161.81,1158.0,1161.68,1160.54,1161.65,1159.41,1160.09,1159.25,1157.46,1157.61,1159.15,1158.81,1158.19,1154.81,1156.22,1158.08,1156.55,1155.92,1155.2,1156.32,1155.54,1155.5,1155.18,1155.2,1154.23,1153.48,1152.79,1152.89,1152.8,1151.87,1150.93,1092.27,1090.55,1088.75,1088.83,1088.92,1087.08,1085.35,1085.78,1084.46,1093.16,1092.72,1091.53,1089.07,1090.42,1087.53,1086.93,1085.0,1085.42,1084.38
528.0,2124.81,2123.61,2125.76,2124.38,2123.71,2125.35,2127.01,2125.44,2125.87,2126.95,2126.98,2125.96,2126.84,2126.25,2127.72,2127.88,2127.33,2127.54,2128.2,2126.23,2126.37,2126.17,2128.21,2127.52,2126.95,2128.31,1170.81,1167.72,1167.21,1163.35,1167.08,1165.85,1166.97,1164.66,1165.45,1164.48,1162.81,1162.83,1164.41,1164.04,1163.36,1160.08,1161.35,1163.34,1161.78,1161.19,1160.34,1161.64,1160.81,1160.77,1160.35,1160.64,1159.38,1158.82,1157.87,1158.25,1157.97,1156.99,1155.86,1095.0,1093.27,1091.39,1091.46,1091.66,1089.82,1087.84,1088.3,1087.07,1095.92,1095.32,1094.1,1091.67,1092.99,1090.15,1089.59,1087.56,1087.84,1086.88
529.0,2130.79,2129.68,2131.58,2130.3,2129.62,2131.27,2132.81,2131.28,2131.92,2132.84,2132.88,2132.21,2132.73,2132.08,2133.64,2134.01,2133.21,2133.45,2134.18,2132.28,2131.98,2132.08,2134.23,2133.5,2132.54,2134.18,1176.67,1173.56,1172.96,1168.99,1172.73,1171.37,1172.48,1170.1,1171.0,1169.97,1168.31,1168.26,1169.89,1169.63,1168.96,1165.61,1166.97,1169.07,1167.4,1166.94,1165.97,1167.31,1166.31,1166.11,1165.85,1166.16,1165.09,1164.22,1163.39,1163.85,1163.31,1162.38,1161.43,1098.15,1096.09,1094.27,1094.13,1094.56,1092.49,1090.69,1091.03,1089.84,1098.76,1098.0,1096.9,1094.39,1095.72,1092.91,1092.18,1090.14,1090.74,1089.56
530.0,2139.98,2139.01,2141.12,2139.75,2139.01,2140.86,2142.4,2140.74,2141.47,2142.13,2142.37,2141.79,2142.27,2141.36,2142.8,2143.28,2142.64,2142.83,2143.54,2141.54,2141.65,2141.57,2143.87,2142.83,2141.96,2143.42,1184.83,1181.8,1181.22,1177.08,1180.88,1179.51,1180.45,1178.18,1178.97,1178.14,1176.51,1176.56,1177.8,1177.57,1177.02,1173.77,1175.25,1176.99,1175.32,1174.93,1174.05,1175.35,1174.37,1174.19,1173.85,1174.18,1173.09,1172.14,1171.57,1171.8,1171.33,1170.28,1169.3,1103.56,1101.35,1099.49,1099.31,1099.64,1097.56,1095.86,1096.43,1095.01,1103.93,1103.15,1102.18,1099.38,1100.59,1097.89,1097.12,1095.19,1095.58,1094.62
531.0,2145.53,2144.57,2146.61,2145.45,2144.42,2146.1,2147.88,2146.2,2146.89,2147.52,2148.21,2147.26,2147.64,2146.94,2148.31,2148.69,2148.18,2148.29,2148.83,2146.82,2147.15,2147.19,2149.3,2148.25,2147.41,2149.17,1191.7,1188.8,1188.17,1183.8,1187.7,1186.19,1187.26,1184.83,1185.66,1184.88,1183.2,1183.22,1184.25,1184.29,1183.73,1180.39,1181.97,1183.6,1181.94,1181.57,1180.69,1181.9,1180.84,1180.68,1180.48,1180.53,1179.65,1178.77,1178.17,1178.29,1178.03,1176.75,1175.77,1107.63,1105.35,1103.49,1103.34,1103.47,1101.58,1099.75,1100.34,1099.08,1107.8,1107.03,1105.97,1103.15,1104.46,1101.59,1100.82,1099.0,1099.42,1098.42
532.0,2149.6,2148.83,2150.59,2149.42,2148.39,2150.19,2152.1,2150.43,2150.93,2151.55,2152.05,2151.29,2151.75,2150.91,2152.33,2152.62,2152.1,2152.25,2152.89,2150.84,2151.21,2151.41,2153.4,2152.48,2151.74,2153.14,1198.79,1195.56,1194.83,1190.49,1194.33,1192.8,1193.91,1191.44,1192.23,1191.57,1189.92,1189.83,1190.73,1190.71,1190.4,1187.07,1188.59,1190.11,1188.53,1188.09,1187.34,1188.24,1187.46,1187.1,1187.08,1186.87,1186.12,1185.43,1184.63,1184.85,1184.58,1183.24,1182.16,1111.83,1109.41,1107.34,1107.27,1107.39,1105.75,1103.7,1104.22,1102.88,1111.69,1110.91,1109.88,1107.09,1108.3,1105.33,1104.53,1102.67,1103.21,1102.0
533.0,2153.79,2152.92,2154.68,2153.57,2152.66,2154.58,2156.11,2154.74,2155.05,2155.87,2156.06,2155.23,2155.86,2155.11,2156.51,2156.61,2156.33,2156.29,2157.25,2155.08,2155.52,2155.63,2157.78,2156.33,2155.87,2157.3,1206.36,1202.81,1202.25,1197.73,1201.57,1200.01,1201.04,1198.6,1199.52,1198.79,1197.13,1197.03,1198.03,1197.88,1197.6,1194.31,1195.78,1197.18,1195.74,1195.53,1194.7,1195.27,1194.62,1194.15,1194.14,1194.11,1193.27,1192.38,1191.63,1192.21,1191.88,1190.26,1189.49,1116.52,1114.13,1112.04,1111.88,1111.84,1110.31,1107.98,1108.93,1107.31,1116.26,1115.46,1114.38,1111.57,1112.67,1109.46,1108.93,1107.14,1107.61,1106.39
534.0,2155.27,2154.32,2155.97,2155.0,2154.24,2155.88,2157.5,2156.39,2156.53,2157.11,2157.77,2156.84,2157.25,2156.72,2158.16,2158.13,2157.83,2157.9,2158.79,2156.48,2157.02,2157.28,2159.47,2157.76,2157.19,2158.91,1213.07,1209.34,1209.02,1204.41,1208.17,1206.51,1207.44,1205.14,1205.99,1205.21,1203.7,1203.32,1204.32,1204.29,1203.98,1200.61,1202.15,1203.66,1202.15,1202.05,1201.19,1201.94,1201.14,1200.61,1200.67,1200.4,1199.46,1198.62,1197.96,1198.7,1198.24,1196.63,1195.91,1120.79,1118.09,1116.03,1115.73,1115.69,1114.35,1112.07,1112.77,1111.17,1120.09,1119.19,1118.2,1115.34,1116.21,1113.32,1112.74,1111.06,1111.36,1110.17
535.0,2156.94,2156.04,2157.53,2156.71,2155.81,2157.43,2159.03,2158.27,2158.09,2158.76,2159.17,2158.25,2158.79,2158.36,2159.53,2159.81,2159.4,2159.51,2160.42,2157.97,2158.56,2158.92,2160.98,2159.22,2159.0,2160.32,1220.67,1216.76,1216.5,1211.74,1215.25,1213.72,1214.43,1212.33,1213.12,1212.31,1210.91,1210.53,1211.61,1211.45,1211.24,1207.92,1209.23,1210.89,1209.17,1209.41,1208.48,1209.24,1208.45,1207.87,1208.03,1207.58,1206.57,1205.63,1205.17,1206.02,1205.38,1203.7,1203.17,1125.69,1122.81,1120.72,1120.65,1120.41,1119.29,1116.76,1117.36,1115.85,1124.64,1123.82,1122.8,1119.89,1120.7,1117.89,1117.08,1115.84,1115.85,1114.82
536.0,2158.04,2157.25,2158.61,2158.18,2157.16,2158.73,2160.22,2159.53,2159.39,2159.94,2160.64,2159.52,2159.91,2159.66,2160.98,2161.17,2160.8,2160.59,2161.65,2159.02,2159.94,2160.35,2162.27,2160.54,2160.08,2161.88,1228.67,1224.73,1224.47,1219.55,1223.1,1221.51,1222.34,1220.18,1220.87,1220.02,1218.75,1218.38,1219.23,1219.15,1219.1,1215.82,1216.87,1218.55,1216.79,1217.17,1216.25,1216.98,1216.33,1215.47,1215.7,1215.33,1214.19,1213.41,1212.97,1213.74,1212.98,1211.41,1211.14,1131.3,1128.02,1126.07,1125.98,1125.68,1124.56,1121.93,1122.56,1121.03,1129.84,1129.15,1127.91,1125.17,1125.94,1123.19,1122.32,1120.93,1120.72,1119.85
537.0,2157.82,2156.92,2158.36,2157.94,2157.06,2158.38,2160.04,2159.21,2159.01,2159.79,2160.55,2159.33,2159.63,2159.12,2160.41,2160.75,2160.47,2160.38,2161.38,2158.74,2159.51,2160.13,2161.68,2160.22,2159.48,2161.42,1236.37,1232.31,1232.05,1227.12,1230.47,1229.15,1229.81,1227.65,1228.31,1227.48,1226.29,1226.03,1226.65,1226.42,1226.86,1223.18,1224.41,1225.99,1224.18,1224.56,1223.69,1224.37,1223.75,1223.12,1223.06,1222.69,1221.43,1220.82,1220.3,1221.27,1220.51,1218.74,1218.44,1136.66,1133.24,1131.22,1131.24,1130.76,1129.69,1126.91,1127.48,1126.04,1134.91,1134.1,1132.83,1130.18,1130.81,1128.09,1127.23,1125.86,1125.58,1124.85
538.0,2156.97,2156.18,2157.29,2157.18,2155.9,2157.59,2159.24,2158.32,2158.25,2159.17,2159.46,2158.55,2158.77,2158.23,2159.61,2159.81,2159.61,2159.53,2160.57,2158.07,2158.78,2159.31,2160.85,2159.15,2158.55,2160.65,1244.13,1240.09,1239.98,1235.08,1238.27,1237.09,1237.58,1235.4,1236.04,1235.21,1234.15,1233.82,1234.33,1234.38,1234.65,1230.95,1232.27,1233.56,1231.81,1232.47,1231.37,1232.08,1231.49,1230.75,1230.94,1230.57,1228.98,1228.55,1227.8,1229.04,1228.33,1226.3,1225.95,1142.25,1138.74,1136.73,1136.68,1136.33,1135.21,1132.49,1132.89,1131.58,1140.35,1139.47,1138.0,1135.58,1136.24,1133.44,1132.21,1131.21,1131.09,1130.24
539.0,2158.76,2158.07,2159.31,2158.96,2157.59,2159.6,2161.15,2160.02,2160.22,2160.94,2161.4,2160.54,2160.56,2159.95,2161.41,2161.61,2161.52,2161.14,2162.55,2159.69,2160.54,2161.31,2162.8,2160.79,2160.5,2162.65,1254.22,1250.33,1250.23,1245.31,1248.46,1247.14,1247.65,1245.26,1246.02,1245.28,1244.16,1243.75,1244.31,1244.52,1244.67,1240.95,1242.4,1243.51,1241.69,1242.31,1241.42,1242.11,1241.41,1240.58,1240.87,1240.46,1239.0,1238.43,1237.59,1239.0,1238.16,1236.36,1235.94,1150.07,1146.49,1144.54,1144.48,1144.02,1142.96,1140.22,1140.49,1139.14,1147.82,1147.01,1145.41,1143.11,1143.76,1140.74,1139.59,1138.7,1138.49,1137.65
540.0,2157.67,2157.19,2158.21,2157.98,2156.42,2158.62,2159.86,2158.72,2159.06,2159.77,2160.13,2159.18,2159.38,2158.78,2160.25,2160.45,2160.59,2159.87,2161.59,2158.7,2159.36,2160.11,2161.58,2159.93,2159.19,2161.47,1263.22,1259.29,1258.89,1254.18,1257.37,1255.83,1256.32,1254.03,1254.77,1254.08,1253.16,1252.56,1253.29,1253.41,1253.36,1249.84,1251.09,1252.06,1250.42,1250.84,1250.16,1250.81,1249.97,1249.35,1249.67,1249.09,1247.64,1247.11,1246.29,1247.71,1246.76,1245.14,1244.57,1157.1,1153.29,1151.42,1151.04,1150.73,1149.58,1146.85,1147.17,1145.73,1154.54,1153.62,1152.01,1149.72,1150.51,1147.25,1146.24,1145.06,1144.96,1144.22
541.0,2150.55,2149.84,2150.8,2150.78,2149.03,2151.33,2152.63,2151.59,2151.84,2152.39,2152.47,2151.95,2152.01,2151.4,2152.85,2153.07,2153.25,2152.44,2154.36,2151.12,2152.17,2152.75,2154.17,2152.72,2151.69,2154.28,1269.01,1264.83,1264.56,1260.03,1263.08,1261.43,1261.87,1259.62,1260.4,1259.53,1258.96,1258.25,1258.79,1259.15,1258.84,1255.62,1256.83,1257.74,1255.9,1256.42,1255.84,1256.38,1255.71,1254.87,1255.02,1254.73,1253.34,1252.94,1251.93,1253.33,1252.46,1250.87,1250.1,1161.25,1157.4,1155.48,1155.1,1154.57,1153.41,1150.72,1151.03,1149.72,1158.25,1157.37,1155.87,1153.51,1154.28,1150.89,1149.79,1148.96,1148.78,1148.01
542.0,2142.32,2141.47,2142.51,2142.51,2140.92,2142.98,2144.41,2143.11,2143.3,2144.43,2144.3,2143.84,2143.56,2143.3,2144.51,2144.58,2145.06,2144.24,2145.92,2142.69,2143.74,2144.22,2145.91,2144.41,2143.44,2146.07,1274.63,1270.36,1270.05,1265.5,1268.45,1266.96,1267.26,1265.13,1266.01,1265.03,1264.52,1263.74,1264.36,1264.53,1264.31,1260.9,1262.43,1263.1,1261.2,1261.82,1261.41,1261.62,1261.18,1260.3,1260.42,1259.98,1258.55,1258.45,1257.33,1258.76,1257.8,1256.35,1255.34,1165.35,1161.42,1159.41,1159.15,1158.65,1157.37,1154.79,1154.96,1153.76,1162.06,1161.21,1159.59,1157.4,1158.12,1154.76,1153.62,1152.59,1152.66,1151.63
543.0,2138.65,2137.84,2138.96,2138.8,2137.15,2139.1,2140.85,2139.34,2139.54,2140.9,2140.64,2140.12,2139.78,2139.25,2140.63,2141.14,2141.52,2140.62,2141.96,2139.21,2140.12,2140.54,2142.0,2140.88,2139.71,2142.46,1283.42,1279.34,1278.74,1274.35,1277.3,1275.6,1275.78,1273.73,1274.61,1273.67,1273.31,1272.46,1273.11,1273.41,1272.95,1269.62,1271.05,1272.1,1269.75,1270.41,1270.31,1270.42,1269.78,1268.88,1269.15,1268.76,1267.53,1267.18,1265.94,1267.55,1266.54,1265.09,1263.99,1172.57,1168.5,1166.46,1166.49,1165.71,1164.39,1161.81,1162.03,1160.86,1168.85,1168.04,1166.42,1164.19,1164.96,1161.46,1160.45,1159.38,1159.66,1158.33
544.0,2136.21,2135.61,2137.04,2136.53,2134.91,2136.91,2138.35,2137.04,2137.16,2138.65,2138.26,2137.61,2137.29,2137.08,2138.41,2139.0,2139.04,2138.26,2139.5,2136.87,2137.98,2138.12,2139.76,2138.68,2137.01,2140.27,1293.41,1289.26,1288.91,1284.27,1287.27,1285.26,1285.5,1283.54,1284.52,1283.46,1283.44,1282.35,1283.03,1283.2,1282.93,1279.46,1280.84,1281.91,1279.63,1280.59,1280.18,1280.41,1279.6,1278.67,1278.93,1278.58,1277.51,1277.01,1275.67,1277.53,1276.48,1274.96,1273.93,1180.9,1177.06,1174.7,1174.79,1174.0,1172.8,1170.1,1170.23,1169.21,1177.08,1176.22,1174.44,1172.46,1173.19,1169.47,1168.4,1167.55,1167.87,1166.5
545.0,2133.47,2133.29,2134.69,2134.16,2132.34,2134.29,2135.74,2134.52,2134.29,2136.13,2135.42,2135.09,2134.71,2134.74,2135.88,2136.45,2136.45,2135.82,2136.71,2134.4,2135.32,2135.52,2137.14,2135.88,2134.55,2137.69,1303.58,1299.22,1299.15,1294.54,1297.25,1295.27,1295.64,1293.54,1294.51,1293.39,1293.72,1292.47,1293.22,1293.4,1292.93,1289.51,1291.03,1291.99,1289.78,1290.63,1290.41,1290.7,1289.62,1288.64,1288.99,1288.63,1287.67,1287.04,1285.61,1287.48,1286.43,1285.04,1283.87,1189.66,1185.73,1183.15,1183.44,1182.7,1181.34,1178.74,1178.9,1177.78,1185.5,1184.66,1182.89,1180.89,1181.55,1177.94,1176.78,1176.14,1176.22,1174.99
546.0,2129.04,2128.79,2129.93,2129.33,2127.71,2130.21,2131.43,2129.84,2129.74,2131.44,2130.92,2130.56,2130.07,2129.98,2131.41,2132.07,2131.9,2131.07,2132.15,2129.63,2130.78,2130.73,2132.68,2131.17,2130.04,2133.05,1312.95,1308.49,1308.64,1303.89,1306.85,1304.71,1305.05,1302.91,1303.7,1302.43,1303.02,1301.89,1302.54,1302.8,1302.38,1298.9,1300.2,1301.32,1299.24,1299.91,1299.6,1299.91,1298.91,1298.09,1298.26,1298.03,1296.94,1296.39,1295.09,1296.82,1295.56,1294.38,1293.24,1197.98,1193.83,1191.34,1191.56,1190.92,1189.43,1186.95,1186.82,1185.9,1193.29,1192.55,1190.81,1188.49,1189.48,1185.96,1184.7,1184.15,1183.95,1182.72
547.0,2125.05,2124.81,2125.98,2125.3,2123.71,2126.25,2127.27,2126.0,2125.73,2127.37,2126.71,2126.69,2126.1,2125.73,2127.47,2128.17,2127.85,2127.0,2128.18,2125.66,2126.95,2126.54,2128.56,2127.25,2125.63,2129.17,1323.03,1318.59,1318.73,1314.15,1316.98,1314.73,1314.95,1313.08,1313.75,1312.33,1313.02,1312.05,1312.5,1312.97,1312.71,1309.04,1310.22,1311.46,1309.34,1309.98,1309.69,1310.02,1309.05,1308.29,1308.33,1308.12,1307.25,1306.51,1305.23,1306.98,1305.86,1304.39,1303.48,1207.21,1202.78,1200.39,1200.73,1199.83,1198.34,1196.09,1196.05,1194.94,1202.09,1201.38,1199.54,1197.41,1198.14,1194.76,1193.48,1192.87,1192.66,1191.41
548.0,2118.3,2118.3,2119.56,2118.68,2117.05,2119.6,2120.56,2119.13,2118.97,2120.87,2120.02,2120.16,2119.57,2119.08,2120.62,2121.49,2121.36,2120.51,2121.45,2119.07,2120.63,2119.79,2121.78,2120.74,2118.98,2122.6,1331.67,1327.08,1327.04,1322.49,1325.33,1323.01,1323.21,1321.57,1322.25,1320.6,1321.54,1320.43,1320.87,1321.38,1321.05,1317.5,1318.54,1319.8,1317.74,1318.39,1318.03,1318.43,1317.44,1316.51,1316.76,1316.75,1315.74,1314.9,1313.67,1315.45,1314.3,1312.78,1311.98,1214.91,1210.29,1208.12,1208.34,1207.33,1205.85,1203.79,1203.64,1202.5,1209.68,1208.87,1206.88,1204.75,1205.45,1202.24,1200.85,1200.34,1200.05,1198.81
549.0,2112.2,2112.01,2113.54,2112.55,2110.92,2113.61,2114.58,2113.02,2113.03,2114.81,2113.76,2114.26,2113.52,2112.86,2114.6,2115.48,2115.51,2114.42,2115.16,2113.04,2114.42,2113.84,2115.76,2114.29,2112.71,2116.49,1340.44,1335.55,1335.72,1331.01,1333.97,1331.65,1331.75,1330.11,1330.74,1329.34,1330.26,1329.18,1329.37,1329.91,1329.54,1326.08,1327.15,1328.36,1326.61,1327.09,1326.74,1326.91,1326.1,1325.13,1325.32,1325.25,1324.3,1323.39,1322.21,1323.96,1322.87,1321.29,1320.62,1223.07,1218.01,1216.34,1216.24,1215.27,1213.95,1211.95,1211.45,1210.43,1217.6,1216.71,1214.62,1212.41,1213.14,1209.99,1208.6,1207.85,1207.77,1206.5
550.0,2101.7,2101.79,2103.3,2102.27,2100.83,2103.31,2104.23,2102.74,2102.81,2104.47,2103.31,2103.81,2103.12,2102.42,2104.41,2104.78,2105.3,2104.16,2104.9,2102.56,2104.55,2103.6,2105.65,2103.92,2102.76,2106.28,1346.62,1341.86,1341.89,1337.4,1340.38,1338.19,1338.3,1336.41,1337.01,1335.79,1336.62,1335.71,1335.62,1336.34,1335.78,1332.3,1333.58,1334.59,1332.96,1333.32,1332.9,1333.28,1332.48,1331.6,1331.69,1331.48,1330.56,1329.74,1328.4,1330.09,1329.29,1327.76,1326.93,1229.17,1224.08,1222.4,1222.38,1221.27,1220.23,1218.06,1217.45,1216.43,1223.52,1222.56,1220.47,1218.29,1218.93,1215.94,1214.52,1213.87,1213.37,1212.28
551.0,2093.49,2093.73,2094.73,2093.65,2092.42,2094.8,2095.87,2094.33,2094.61,2096.33,2094.85,2095.21,2094.72,2094.04,2096.17,2096.59,2097.08,2095.85,2096.65,2094.22,2096.13,2095.2,2097.34,2095.75,2094.2,2097.98,1354.84,1350.07,1349.81,1345.61,1348.62,1346.05,1346.27,1344.43,1345.22,1343.72,1344.58,1343.7,1343.74,1344.48,1344.09,1340.16,1341.54,1342.65,1341.06,1341.38,1340.95,1341.27,1340.4,1339.68,1339.74,1339.63,1338.85,1337.87,1336.33,1338.15,1337.4,1335.94,1335.11,1236.97,1231.95,1230.1,1229.98,1228.97,1228.13,1225.86,1224.87,1224.47,1231.04,1230.18,1227.9,1226.02,1226.5,1223.63,1222.15,1221.37,1221.11,1219.77
552.0,2091.04,2091.28,2092.34,2090.97,2090.18,2092.54,2093.56,2091.81,2092.07,2094.07,2092.38,2092.94,2092.3,2091.64,2093.87,2094.48,2094.48,2093.6,2094.41,2091.94,2093.86,2092.64,2095.02,2093.24,2091.85,2095.45,1367.07,1362.21,1361.8,1357.85,1360.73,1358.09,1358.46,1356.76,1357.36,1355.98,1356.73,1355.74,1356.01,1356.62,1356.26,1352.31,1353.65,1354.68,1353.23,1353.7,1352.98,1353.58,1352.84,1351.76,1351.84,1351.96,1351.03,1350.09,1348.55,1350.35,1349.69,1348.2,1347.31,1248.78,1243.68,1241.77,1241.64,1240.59,1239.8,1237.46,1236.45,1236.24,1242.64,1241.79,1239.44,1237.56,1238.05,1235.04,1233.65,1232.82,1232.33,1231.23
553.0,2091.13,2091.3,2092.65,2091.45,2090.32,2092.71,2093.81,2092.05,2092.24,2094.44,2092.75,2093.33,2092.45,2091.89,2094.26,2094.88,2094.73,2093.61,2094.84,2092.37,2094.0,2092.68,2095.29,2093.33,2091.95,2095.63,1380.63,1375.94,1375.47,1371.75,1374.48,1371.81,1372.44,1370.62,1371.12,1369.72,1370.53,1369.27,1369.94,1370.55,1370.06,1366.13,1367.43,1368.36,1367.21,1367.42,1366.72,1367.46,1366.62,1365.46,1365.43,1365.82,1364.86,1363.93,1362.27,1364.18,1363.5,1361.88,1361.04,1262.11,1256.79,1255.18,1255.07,1253.75,1252.86,1250.68,1249.82,1249.49,1255.67,1254.97,1252.57,1250.59,1251.07,1248.21,1246.85,1245.82,1245.49,1244.45
554.0,2091.91,2091.98,2093.34,2092.23,2090.81,2093.41,2094.5,2092.64,2092.99,2095.18,2093.23,2094.18,2093.03,2092.77,2094.99,2095.84,2095.25,2094.46,2095.47,2093.2,2094.7,2093.33,2095.93,2094.08,2092.62,2096.45,1394.82,1390.2,1389.47,1386.02,1388.74,1386.01,1386.65,1384.9,1385.25,1383.76,1384.79,1383.37,1384.09,1384.72,1384.15,1380.33,1381.4,1382.45,1381.41,1381.52,1380.71,1381.7,1380.61,1379.78,1379.59,1379.96,1378.95,1378.33,1376.46,1378.22,1377.7,1376.04,1375.05,1276.08,1270.81,1268.75,1268.91,1267.43,1266.63,1264.39,1263.43,1263.18,1269.4,1268.55,1265.9,1264.12,1264.7,1261.94,1260.4,1259.36,1258.84,1258.06
555.0,2093.47,2093.6,2094.81,2093.73,2092.37,2095.01,2096.09,2094.03,2094.4,2096.75,2094.66,2095.76,2094.65,2094.18,2096.45,2097.42,2096.83,2095.99,2096.95,2094.81,2095.97,2094.86,2097.43,2095.53,2094.16,2097.68,1409.3,1404.84,1404.03,1400.48,1403.45,1400.55,1401.19,1399.25,1399.69,1398.42,1399.53,1398.09,1398.77,1399.33,1398.77,1395.09,1396.17,1397.03,1396.02,1396.12,1395.36,1396.25,1395.11,1394.28,1394.19,1394.61,1393.8,1392.96,1390.98,1392.9,1392.26,1390.64,1389.59,1290.42,1285.44,1283.03,1283.32,1281.87,1281.01,1278.81,1277.84,1277.42,1283.76,1282.75,1279.97,1278.36,1279.19,1276.01,1274.53,1273.35,1272.95,1272.25
