Wavelength,2013-02-04 15:40:48,2013-02-04 15:41:34,2013-02-04 15:42:20,2013-02-04 15:43:06,2013-02-04 15:43:52,2013-02-04 15:44:38,2013-02-04 15:45:24,2013-02-04 15:46:10,2013-02-04 15:46:56,2013-02-04 15:47:42,2013-02-04 15:48:29,2013-02-04 15:49:15,2013-02-04 15:50:01,2013-02-04 15:50:47,2013-02-04 15:51:33,2013-02-04 15:52:19,2013-02-04 15:53:05,2013-02-04 15:53:51,2013-02-04 15:54:37,2013-02-04 15:55:23,2013-02-04 15:56:09,2013-02-04 15:56:55,2013-02-04 15:57:41,2013-02-04 15:58:27,2013-02-04 15:59:13,2013-02-04 16:00:00,2013-02-04 16:00:46,2013-02-04 16:01:32,2013-02-04 16:02:18,2013-02-04 16:03:04,2013-02-04 16:03:50,2013-02-04 16:04:36,2013-02-04 16:05:22,2013-02-04 16:06:08,2013-02-04 16:06:54,2013-02-04 16:07:40,2013-02-04 16:08:26,2013-02-04 16:09:12,2013-02-04 16:09:58,2013-02-04 16:10:45,2013-02-04 16:11:31,2013-02-04 16:12:17,2013-02-04 16:13:03,2013-02-04 16:13:49,2013-02-04 16:14:35,2013-02-04 16:15:21,2013-02-04 16:16:07,2013-02-04 16:16:53,2013-02-04 16:17:39,2013-02-04 16:18:25,2013-02-04 16:19:11,2013-02-04 16:19:57,2013-02-04 16:20:43,2013-02-04 16:21:30,2013-02-04 16:22:16,2013-02-04 16:23:02,2013-02-04 16:23:52,2013-02-04 16:24:38,2013-02-04 16:25:24,2013-02-04 16:26:10,2013-02-04 16:26:56,2013-02-04 16:27:42,2013-02-04 16:28:28,2013-02-04 16:29:15,2013-02-04 16:30:01,2013-02-04 16:30:47,2013-02-04 16:31:33,2013-02-04 16:32:19,2013-02-04 16:33:05,2013-02-04 16:33:51,2013-02-04 16:34:37,2013-02-04 16:35:23,2013-02-04 16:36:09,2013-02-04 16:36:55,2013-02-04 16:37:41,2013-02-04 16:38:27,2013-02-04 16:39:13,2013-02-04 16:40:00
200.0,305.53,306.31,305.23,305.17,307.22,307.12,305.94,307.59,307.33,307.38,307.67,308.14,307.4,308.56,308.89,308.43,307.55,308.49,308.28,307.58,308.6,307.49,309.67,308.61,308.89,309.5,260.68,261.28,260.72,261.33,260.47,261.04,260.9,261.54,260.21,260.62,261.0,260.97,260.16,261.18,260.12,260.21,259.91,261.67,260.37,261.38,261.99,260.37,261.36,261.24,260.54,261.6,261.55,261.13,261.37,260.71,260.4,261.11,260.16,235.77,235.46,236.07,235.05,236.29,235.96,235.4,235.27,235.87,234.81,234.92,235.51,234.97,233.69,234.31,233.87,234.26,234.93,234.8
201.0,311.67,313.43,312.75,314.12,314.88,315.56,315.47,314.43,315.03,314.76,314.83,314.83,316.14,316.07,315.45,314.77,315.83,316.25,315.91,315.7,315.53,315.52,317.08,316.03,315.16,316.5,263.28,263.53,263.23,263.03,263.04,264.62,263.23,263.14,263.15,264.15,263.21,262.88,263.91,263.88,263.24,263.41,263.34,263.14,263.39,263.15,263.1,262.9,263.66,263.98,264.26,263.8,263.5,262.41,263.5,263.98,263.54,264.47,263.64,235.4,235.94,235.9,235.29,235.86,235.02,235.2,235.24,235.61,234.93,234.92,234.22,234.49,234.68,234.92,234.14,234.07,234.23,233.97
202.0,318.09,319.56,319.12,319.51,319.13,321.08,319.97,320.0,320.26,320.05,320.58,321.78,321.23,321.3,321.2,321.2,321.01,321.17,321.04,320.54,321.61,321.23,322.12,321.26,323.16,321.65,266.3,265.87,265.65,266.02,265.44,266.31,266.04,266.46,266.72,265.06,265.29,266.64,267.08,266.58,266.32,266.12,266.7,266.73,265.56,266.34,266.49,265.56,265.98,266.72,266.51,267.15,266.23,266.29,265.38,266.9,266.53,266.56,266.52,236.71,236.29,236.32,235.99,236.17,235.86,235.43,236.0,235.88,235.38,234.87,234.51,234.34,234.87,234.82,234.81,235.14,234.33,234.19
203.0,323.47,324.9,322.34,324.48,325.61,325.06,326.81,326.34,326.17,324.64,325.97,327.49,326.9,326.86,325.4,327.62,326.96,325.66,326.85,326.66,326.56,326.59,326.94,326.83,327.81,326.21,267.44,268.11,268.43,268.07,268.3,268.23,268.36,267.73,268.31,267.54,267.36,268.33,269.02,267.18,268.61,268.01,268.97,268.11,268.75,267.8,268.95,267.99,267.78,268.55,267.67,268.11,268.78,267.43,269.4,268.29,268.08,268.57,268.33,236.16,236.28,235.14,235.71,236.06,235.26,236.23,235.57,235.04,235.47,234.53,233.95,234.38,234.81,234.29,234.64,234.17,233.86,233.96
204.0,340.97,340.09,340.86,342.99,341.78,343.46,343.22,343.44,343.11,343.06,343.76,345.22,343.72,343.27,344.34,343.8,345.44,344.27,344.75,344.64,343.41,344.05,344.5,343.46,344.69,344.16,274.63,275.47,275.03,274.5,276.2,275.48,274.99,275.86,274.79,274.84,275.4,276.04,275.87,275.26,274.05,275.38,275.7,276.31,275.75,274.53,275.55,275.96,276.33,275.83,275.83,273.96,276.03,275.05,275.49,274.86,275.07,276.91,274.83,236.51,236.71,236.53,237.78,235.58,236.01,235.67,235.5,235.97,235.78,234.55,234.43,234.83,235.65,234.68,234.79,234.85,234.19,234.39
205.0,350.85,349.97,350.84,351.21,351.64,350.26,351.45,352.09,351.87,351.97,352.25,352.8,350.8,351.5,353.14,353.26,352.77,352.56,352.67,352.33,353.19,353.79,352.4,353.32,351.54,352.93,278.94,278.16,279.29,279.02,279.03,279.02,278.02,279.13,278.06,278.85,278.71,278.83,279.51,277.77,278.4,278.53,278.99,278.26,279.24,277.83,279.61,279.08,279.47,279.67,278.81,279.6,279.42,279.58,277.85,278.88,279.6,278.99,278.58,236.75,236.19,236.31,236.62,236.56,236.15,235.33,235.81,235.66,235.58,235.12,234.84,235.54,234.83,234.58,234.45,234.7,233.13,234.92
206.0,360.74,360.87,360.11,362.43,361.6,361.95,362.12,362.55,362.51,361.49,364.02,363.3,363.24,363.75,363.05,362.86,364.87,363.18,363.57,363.1,364.46,362.43,363.25,363.21,362.6,363.67,283.8,283.65,283.59,281.88,283.81,283.32,283.85,284.99,283.63,284.3,283.8,283.79,284.23,282.63,283.06,283.19,283.78,283.25,283.17,282.74,283.9,283.83,283.3,283.82,283.81,284.12,283.63,283.24,284.53,282.89,283.88,284.26,283.68,236.87,237.28,236.65,236.66,236.51,236.41,236.52,236.96,236.76,235.33,235.47,234.98,235.29,235.61,234.7,234.5,235.25,234.47,234.78
207.0,374.82,377.1,376.82,376.46,377.94,377.81,378.11,379.78,378.22,377.47,378.72,377.88,378.24,379.78,378.26,378.72,377.81,378.6,379.68,379.21,379.6,379.57,379.77,379.75,381.35,380.32,289.98,288.52,289.7,289.77,289.99,289.84,288.23,289.46,289.91,290.58,289.27,290.27,290.81,289.55,289.49,289.33,289.81,289.75,290.29,288.86,290.23,290.04,289.58,290.59,289.41,289.95,289.3,290.35,290.67,290.42,289.56,290.94,289.41,236.74,236.95,236.36,237.13,236.27,235.27,235.96,235.51,236.42,236.21,235.23,235.86,234.5,234.31,235.03,235.56,234.17,234.99,235.67
208.0,382.63,383.65,383.14,384.48,383.3,384.08,384.64,384.67,383.24,384.86,385.17,386.35,385.61,384.27,385.69,385.38,385.14,385.26,385.7,385.66,383.22,385.58,385.83,385.27,385.85,385.68,293.25,292.75,292.89,292.88,293.31,292.37,292.73,293.45,292.57,291.64,292.94,292.39,293.21,292.71,291.64,293.84,291.96,292.49,292.51,292.58,292.76,292.45,293.94,292.98,293.72,292.3,292.59,291.65,292.8,293.11,292.13,293.72,292.01,237.36,237.2,236.14,236.73,236.97,235.77,236.39,236.23,236.59,235.96,235.05,236.4,235.5,234.69,235.52,235.91,234.73,234.95,235.15
209.0,395.38,395.48,396.67,397.29,396.39,395.42,396.67,397.51,395.75,397.23,397.25,396.94,397.27,397.68,397.57,398.69,398.01,397.39,398.42,398.38,397.55,397.11,398.78,398.59,397.48,396.8,297.15,298.33,298.14,297.24,296.53,297.76,298.07,297.16,297.56,298.15,298.62,298.42,297.53,298.12,297.67,298.48,298.82,298.29,297.66,298.01,298.53,298.3,297.9,298.61,298.29,298.69,298.1,297.31,297.89,298.08,298.62,298.93,298.41,236.15,236.26,237.23,236.86,236.08,235.69,236.59,236.45,236.53,235.51,235.81,235.53,234.9,235.42,234.48,235.67,235.12,236.2,235.71
210.0,421.21,421.26,421.32,422.21,422.33,422.49,422.87,422.86,423.25,423.2,423.12,423.59,423.56,423.77,423.86,423.95,423.82,424.11,423.78,423.62,423.88,423.89,424.18,423.87,424.09,424.17,310.07,310.17,310.42,310.06,310.54,310.58,310.3,310.4,310.37,310.41,310.25,310.25,310.65,310.24,310.08,310.23,310.29,310.35,310.33,310.11,310.44,310.39,310.53,310.67,310.6,310.71,310.38,309.99,310.39,310.4,310.33,310.59,310.05,237.24,237.15,237.21,237.08,237.03,236.86,236.76,236.87,236.78,235.99,235.84,235.62,235.69,235.66,235.6,235.47,235.44,235.35,235.33
211.0,435.22,435.17,435.37,436.26,436.3,436.47,437.0,436.75,437.28,437.22,437.15,437.52,437.55,437.88,437.8,437.99,437.82,438.15,437.76,437.69,437.94,437.94,438.13,437.86,438.03,438.15,316.3,316.44,316.73,316.29,316.9,316.84,316.57,316.53,316.69,316.73,316.45,316.5,316.93,316.43,316.37,316.51,316.64,316.61,316.71,316.31,316.71,316.69,316.77,316.94,316.94,316.93,316.61,316.23,316.65,316.64,316.69,316.84,316.39,237.45,237.41,237.46,237.4,237.25,237.09,237.02,237.12,237.01,236.21,236.03,235.8,235.86,235.92,235.81,235.71,235.65,235.55,235.46
212.0,450.76,450.62,450.95,451.86,451.87,451.94,452.65,452.37,452.9,452.84,452.81,453.1,453.13,453.5,453.32,453.62,453.41,453.74,453.34,453.35,453.56,453.5,453.7,453.43,453.63,453.73,323.25,323.43,323.75,323.29,323.97,323.74,323.56,323.52,323.71,323.71,323.51,323.51,323.88,323.39,323.37,323.44,323.65,323.62,323.71,323.27,323.69,323.71,323.75,323.88,323.91,323.92,323.6,323.26,323.64,323.6,323.65,323.75,323.35,237.7,237.66,237.73,237.67,237.47,237.36,237.26,237.36,237.23,236.38,236.22,236.0,236.02,236.1,235.93,235.92,235.83,235.7,235.66
213.0,466.74,466.55,466.94,467.85,467.91,467.85,468.56,468.37,469.02,468.82,468.82,469.08,469.17,469.56,469.39,469.57,469.46,469.8,469.32,469.38,469.57,469.51,469.74,469.42,469.59,469.64,330.37,330.64,331.03,330.47,331.2,330.91,330.73,330.69,330.9,330.98,330.71,330.7,331.05,330.62,330.47,330.6,330.77,330.77,330.91,330.36,330.85,330.99,330.98,331.0,331.05,331.02,330.8,330.32,330.84,330.74,330.82,330.81,330.51,237.84,237.89,237.88,237.86,237.68,237.55,237.51,237.58,237.44,236.44,236.33,236.18,236.17,236.23,236.05,236.0,235.9,235.82,235.8
214.0,483.85,483.49,484.12,484.99,484.94,484.89,485.5,485.31,486.08,486.02,485.95,486.09,486.24,486.56,486.5,486.62,486.44,486.9,486.32,486.42,486.69,486.58,486.78,486.42,486.64,486.84,338.08,338.3,338.76,338.14,338.91,338.67,338.45,338.39,338.61,338.71,338.41,338.42,338.69,338.35,338.13,338.26,338.39,338.41,338.55,338.04,338.52,338.69,338.56,338.64,338.78,338.67,338.46,338.04,338.43,338.4,338.43,338.43,338.16,238.06,238.12,238.08,238.12,237.87,237.75,237.69,237.78,237.67,236.54,236.46,236.35,236.29,236.36,236.22,236.12,236.03,235.98,235.97
215.0,501.81,501.4,502.0,502.89,502.94,502.82,503.51,503.16,504.0,503.95,503.85,503.9,504.09,504.48,504.43,504.56,504.22,504.72,504.18,504.18,504.61,504.46,504.73,504.4,504.49,504.75,346.16,346.36,346.94,346.21,346.96,346.82,346.58,346.42,346.67,346.85,346.51,346.52,346.7,346.54,346.27,346.38,346.46,346.44,346.65,346.12,346.62,346.81,346.58,346.77,346.85,346.81,346.5,346.1,346.46,346.48,346.55,346.46,346.23,238.26,238.34,238.29,238.32,238.13,238.03,237.91,238.06,237.87,236.62,236.61,236.5,236.46,236.45,236.36,236.22,236.14,236.08,236.09
216.0,519.51,519.08,519.64,520.61,520.69,520.56,521.21,520.74,521.69,521.66,521.57,521.65,521.85,522.23,522.14,522.18,521.89,522.45,521.93,521.96,522.34,522.09,522.47,522.05,522.21,522.44,354.19,354.43,355.11,354.27,355.02,354.94,354.76,354.49,354.81,354.97,354.56,354.63,354.76,354.68,354.32,354.48,354.54,354.5,354.75,354.15,354.67,354.91,354.63,354.82,354.91,354.82,354.57,354.06,354.52,354.57,354.6,354.47,354.28,238.55,238.6,238.6,238.6,238.45,238.33,238.25,238.37,238.2,236.72,236.76,236.65,236.58,236.62,236.52,236.39,236.26,236.27,236.19
217.0,538.91,538.53,539.18,540.02,540.22,540.08,540.66,540.22,541.18,541.15,541.07,541.12,541.32,541.64,541.69,541.69,541.25,541.98,541.44,541.52,541.84,541.58,542.0,541.6,541.73,541.94,363.01,363.31,363.97,363.14,363.99,363.85,363.6,363.32,363.71,363.84,363.4,363.53,363.65,363.55,363.18,363.33,363.33,363.38,363.65,363.03,363.55,363.83,363.53,363.65,363.72,363.64,363.49,362.93,363.31,363.45,363.41,363.28,363.12,238.88,238.92,238.96,238.94,238.78,238.67,238.58,238.7,238.52,236.84,236.87,236.77,236.72,236.74,236.68,236.56,236.34,236.39,236.33
218.0,559.23,558.81,559.41,560.25,560.42,560.45,560.82,560.34,561.47,561.55,561.34,561.4,561.6,561.88,562.0,562.01,561.59,562.4,561.68,561.84,562.05,561.79,562.16,561.88,561.93,562.18,372.24,372.63,373.19,372.37,373.21,373.16,372.93,372.55,372.99,373.04,372.71,372.75,372.86,372.77,372.4,372.57,372.59,372.66,372.95,372.29,372.74,373.08,372.82,372.83,372.97,372.91,372.77,372.15,372.54,372.63,372.65,372.41,372.49,239.34,239.33,239.4,239.43,239.26,239.19,239.09,239.22,238.99,236.92,237.0,236.89,236.88,236.87,236.82,236.68,236.5,236.54,236.44
219.0,580.7,580.25,581.01,581.76,582.02,581.97,582.31,581.77,583.01,583.1,582.85,582.83,583.15,583.46,583.49,583.59,583.23,583.87,583.23,583.37,583.73,583.3,583.63,583.42,583.48,583.77,381.99,382.45,383.02,382.25,383.14,383.07,382.86,382.34,382.85,382.93,382.53,382.63,382.73,382.61,382.26,382.4,382.45,382.57,382.85,382.1,382.63,382.92,382.71,382.73,382.86,382.78,382.65,382.0,382.33,382.42,382.49,382.14,382.38,239.92,239.91,240.03,240.13,239.91,239.83,239.71,239.88,239.65,237.06,237.18,236.98,237.05,237.05,236.95,236.84,236.69,236.72,236.58
220.0,601.48,601.07,601.85,602.59,602.81,602.91,603.18,602.65,603.96,604.04,603.78,603.81,604.09,604.54,604.38,604.41,604.19,604.74,604.12,604.31,604.76,604.25,604.62,604.21,604.44,604.83,391.58,392.04,392.54,391.86,392.87,392.69,392.5,392.04,392.52,392.5,392.17,392.26,392.4,392.23,391.87,392.0,392.07,392.25,392.53,391.77,392.18,392.52,392.29,392.31,392.47,392.39,392.2,391.61,391.92,392.0,392.01,391.64,391.97,240.69,240.64,240.75,240.91,240.78,240.68,240.49,240.71,240.39,237.24,237.28,237.12,237.18,237.2,237.11,236.96,236.81,236.78,236.71
221.0,625.09,624.66,625.51,626.15,626.48,626.51,626.69,626.12,627.45,627.78,627.44,627.5,627.75,628.04,627.99,627.9,627.77,628.37,627.77,627.98,628.31,627.93,628.36,628.02,628.17,628.45,402.35,402.92,403.41,402.68,403.82,403.52,403.29,402.97,403.27,403.35,402.98,403.12,403.21,403.07,402.67,402.84,402.91,403.12,403.4,402.62,402.95,403.44,403.14,403.09,403.3,403.17,403.0,402.38,402.68,402.88,402.85,402.44,402.83,241.89,241.79,241.92,242.22,242.1,241.88,241.7,241.91,241.61,237.43,237.49,237.36,237.38,237.47,237.36,237.15,237.0,237.02,236.85
222.0,649.9,649.47,650.33,650.83,651.25,651.26,651.54,650.97,652.05,652.61,652.29,652.27,652.51,652.85,652.81,652.96,652.59,653.2,652.61,652.83,653.05,652.89,653.19,652.76,653.0,653.22,413.67,414.36,414.75,414.04,415.18,414.94,414.61,414.36,414.63,414.59,414.32,414.52,414.63,414.44,413.93,414.1,414.18,414.39,414.74,413.95,414.31,414.73,414.47,414.35,414.64,414.47,414.31,413.65,414.02,414.18,414.21,413.69,414.19,243.36,243.24,243.39,243.9,243.8,243.43,243.32,243.51,243.19,237.51,237.64,237.52,237.55,237.65,237.47,237.28,237.11,237.15,236.98
223.0,674.35,673.98,674.91,675.37,675.86,675.81,675.96,675.54,676.59,677.18,676.9,676.67,677.13,677.46,677.47,677.55,677.27,677.9,677.33,677.59,677.73,677.48,677.86,677.34,677.6,677.86,424.91,425.65,426.08,425.27,426.48,426.24,425.84,425.55,425.94,425.85,425.56,425.84,425.85,425.69,425.3,425.32,425.4,425.63,425.96,425.11,425.61,425.96,425.81,425.68,425.81,425.63,425.6,424.9,425.18,425.4,425.54,424.96,425.43,245.4,245.2,245.42,246.07,246.0,245.54,245.45,245.67,245.33,237.67,237.69,237.64,237.64,237.76,237.52,237.39,237.18,237.22,237.09
224.0,699.48,699.05,700.03,700.43,701.04,701.06,701.19,700.66,701.63,702.24,702.09,701.96,702.36,702.63,702.66,702.72,702.39,702.9,702.53,702.76,702.97,702.74,703.14,702.66,702.72,703.11,436.4,437.19,437.66,436.76,438.1,437.86,437.4,437.08,437.57,437.36,437.08,437.42,437.42,437.24,436.85,436.81,437.01,437.27,437.46,436.53,437.16,437.55,437.35,437.19,437.33,437.25,437.11,436.47,436.66,436.92,437.01,436.5,436.93,248.2,247.91,248.15,249.09,248.99,248.39,248.33,248.6,248.16,237.89,237.88,237.83,237.81,237.9,237.77,237.55,237.42,237.46,237.31
225.0,725.22,724.81,725.96,726.42,726.96,726.89,727.14,726.52,727.61,728.11,727.97,727.89,728.18,728.34,728.41,728.57,728.35,728.88,728.37,728.72,728.93,728.64,729.23,728.55,728.74,728.92,448.31,449.0,449.59,448.67,449.93,449.79,449.22,448.88,449.55,449.2,448.95,449.28,449.3,449.21,448.69,448.69,448.86,449.22,449.26,448.34,448.93,449.38,449.24,448.96,449.16,449.16,449.05,448.28,448.63,448.71,448.8,448.18,448.8,251.9,251.55,251.88,253.08,253.0,252.21,252.26,252.47,252.11,238.14,238.11,238.11,237.99,238.09,237.97,237.83,237.66,237.65,237.58
226.0,751.46,751.17,752.29,752.6,753.31,753.24,753.41,752.79,753.84,754.23,754.37,754.08,754.5,754.66,754.72,754.92,754.76,755.09,754.68,755.18,755.33,754.91,755.62,754.91,754.89,755.27,460.43,461.02,461.74,460.73,462.01,461.8,461.38,460.87,461.66,461.22,460.92,461.38,461.34,461.38,460.86,460.66,460.94,461.26,461.34,460.34,460.89,461.4,461.3,461.12,461.16,461.2,461.1,460.31,460.63,460.73,460.9,460.21,460.77,256.79,256.34,256.77,258.18,258.22,257.19,257.26,257.57,257.15,238.51,238.49,238.56,238.43,238.5,238.42,238.31,238.12,238.12,238.05
227.0,776.25,776.03,777.0,777.33,778.01,778.16,778.41,777.71,778.64,778.96,779.36,778.98,779.47,779.56,779.65,779.84,779.59,779.93,779.63,780.14,780.37,779.76,780.31,779.77,779.52,780.22,471.9,472.5,473.21,472.26,473.49,473.33,472.89,472.34,473.08,472.68,472.38,472.79,472.8,472.88,472.39,471.93,472.32,472.64,472.79,471.77,472.3,472.77,472.85,472.51,472.54,472.66,472.5,471.67,471.95,472.22,472.38,471.64,472.15,262.69,262.25,262.6,264.41,264.4,263.19,263.31,263.8,263.21,239.13,239.11,239.19,239.05,239.13,239.08,239.0,238.71,238.8,238.72
228.0,803.27,802.89,803.99,804.16,805.02,805.09,805.3,804.68,805.59,805.9,806.3,805.97,806.5,806.45,806.55,806.88,806.35,806.96,806.62,807.1,807.24,806.75,807.31,806.62,806.57,807.24,484.3,484.89,485.58,484.54,485.84,485.69,485.23,484.78,485.52,485.08,484.8,485.11,485.14,485.22,484.66,484.23,484.63,484.95,485.07,483.98,484.56,485.12,485.19,484.8,484.77,484.99,484.79,484.02,484.32,484.52,484.61,483.9,484.48,270.24,269.59,270.16,272.17,272.23,270.78,271.07,271.56,270.94,240.07,240.09,240.25,240.12,240.23,240.26,240.04,239.87,239.97,239.88
229.0,828.83,828.47,829.48,829.73,830.48,830.7,831.02,830.37,831.14,831.5,831.73,831.62,832.13,831.88,832.21,832.52,831.94,832.45,832.14,832.69,832.98,832.43,832.85,832.24,832.2,832.68,496.05,496.56,497.36,496.28,497.48,497.43,496.93,496.62,497.35,496.79,496.61,496.91,496.93,496.97,496.47,495.96,496.34,496.8,496.87,495.67,496.41,496.86,496.95,496.62,496.53,496.7,496.48,495.69,496.05,496.16,496.24,495.49,496.2,279.0,278.29,278.95,281.21,281.28,279.54,280.02,280.55,279.88,241.69,241.71,242.0,241.83,241.96,242.04,241.74,241.64,241.68,241.69
230.0,856.09,855.87,856.75,856.92,857.77,857.81,858.38,857.75,858.51,858.84,859.07,858.81,859.41,859.1,859.66,859.81,859.33,859.8,859.64,859.95,860.35,859.87,860.11,859.59,859.55,859.89,508.51,509.12,509.91,508.67,510.12,509.93,509.47,509.16,509.84,509.24,509.13,509.32,509.38,509.35,508.96,508.4,508.83,509.39,509.32,508.18,508.94,509.26,509.47,509.09,508.96,509.1,508.92,508.15,508.51,508.63,508.77,507.97,508.59,289.34,288.47,289.33,291.9,291.91,289.87,290.52,291.09,290.35,244.22,244.24,244.65,244.42,244.63,244.75,244.38,244.28,244.43,244.46
231.0,883.34,883.19,883.94,884.19,884.99,884.96,885.71,885.03,885.79,886.07,886.29,886.08,886.66,886.39,886.93,887.09,886.56,887.11,886.97,887.25,887.59,887.28,887.49,886.85,886.97,887.24,520.9,521.58,522.44,521.06,522.61,522.32,522.0,521.55,522.29,521.74,521.54,521.87,521.64,521.74,521.42,520.71,521.29,521.92,521.72,520.68,521.45,521.69,521.95,521.46,521.5,521.49,521.36,520.57,521.01,521.07,521.26,520.36,520.92,300.78,299.83,300.75,303.59,303.51,301.34,302.15,302.72,301.95,247.72,247.75,248.38,247.99,248.29,248.41,248.01,248.0,248.18,248.2
232.0,909.7,909.6,910.42,910.62,911.39,911.4,911.97,911.59,912.26,912.5,912.65,912.71,913.18,912.65,913.44,913.38,912.95,913.57,913.48,913.68,913.78,913.79,914.01,913.43,913.55,913.69,532.92,533.66,534.45,533.06,534.7,534.5,534.12,533.68,534.38,533.84,533.59,533.94,533.76,533.84,533.46,532.75,533.25,534.01,533.59,532.69,533.49,533.67,534.03,533.54,533.45,533.55,533.44,532.56,532.96,533.16,533.05,532.29,532.74,313.29,312.15,313.21,316.23,316.16,313.78,314.66,315.34,314.48,252.26,252.39,253.1,252.65,252.99,253.18,252.7,252.73,252.98,253.03
233.0,935.4,935.36,936.11,936.23,937.1,937.23,937.57,937.19,938.0,938.17,938.37,938.54,938.88,938.38,939.19,939.07,938.59,939.23,939.29,939.3,939.39,939.38,939.73,939.09,939.36,939.5,544.78,545.5,546.34,544.84,546.64,546.39,546.04,545.57,546.24,545.7,545.38,545.86,545.74,545.73,545.4,544.56,545.05,545.98,545.36,544.55,545.38,545.5,545.88,545.38,545.3,545.29,545.27,544.39,544.85,544.95,544.89,544.17,544.49,326.97,325.83,326.96,330.16,330.11,327.66,328.59,329.23,328.36,258.29,258.39,259.32,258.75,259.16,259.49,258.84,258.94,259.28,259.38
234.0,962.32,962.12,962.91,963.04,963.83,964.09,964.54,964.06,964.72,964.99,965.28,965.44,965.6,965.1,965.95,966.02,965.45,966.13,966.34,966.18,966.27,966.06,966.49,965.87,966.23,966.56,557.02,557.79,558.55,557.09,558.98,558.63,558.44,557.84,558.52,557.97,557.66,558.12,558.06,557.91,557.67,556.81,557.26,558.29,557.62,556.88,557.6,557.72,558.16,557.65,557.57,557.67,557.55,556.77,557.07,557.2,557.09,556.54,556.76,341.92,340.62,341.92,345.26,345.22,342.5,343.57,344.25,343.39,265.59,265.73,266.76,266.14,266.56,266.94,266.34,266.44,266.84,266.94
235.0,989.06,988.9,989.82,989.76,990.65,990.82,991.5,990.96,991.61,991.8,991.92,992.22,992.38,992.01,992.8,992.85,992.3,993.06,993.3,993.04,993.16,992.87,993.47,992.78,993.08,993.26,569.18,570.11,570.66,569.36,571.24,570.77,570.64,570.07,570.69,570.16,569.8,570.33,570.24,570.16,569.8,568.95,569.41,570.54,569.95,569.15,569.67,569.86,570.4,569.84,569.74,569.89,569.74,568.87,569.24,569.41,569.3,568.68,568.79,357.66,356.28,357.75,361.14,361.26,358.38,359.41,360.12,359.25,273.87,274.06,275.27,274.6,275.06,275.48,274.77,274.86,275.48,275.53
236.0,1014.78,1014.69,1015.57,1015.51,1016.42,1016.5,1017.37,1016.76,1017.41,1017.58,1017.76,1018.06,1018.21,1017.84,1018.69,1018.66,1018.2,1018.96,1019.22,1018.93,1019.11,1018.81,1019.3,1018.64,1018.92,1019.1,580.92,581.78,582.44,581.14,583.06,582.54,582.45,581.89,582.61,581.87,581.57,582.1,582.01,581.82,581.58,580.6,581.09,582.4,581.71,580.86,581.3,581.45,582.2,581.43,581.46,581.52,581.45,580.6,580.98,581.25,580.97,580.34,580.54,373.94,372.54,374.14,377.65,377.74,374.83,375.92,376.5,375.75,282.95,283.28,284.66,283.86,284.38,284.86,284.14,284.2,284.97,284.98
237.0,1040.09,1040.1,1041.06,1040.78,1041.75,1041.8,1042.71,1042.25,1042.68,1042.87,1042.91,1043.33,1043.66,1043.11,1044.01,1044.11,1043.54,1044.26,1044.47,1044.24,1044.46,1044.31,1044.63,1044.03,1044.56,1044.46,592.48,593.36,594.0,592.61,594.78,594.05,593.88,593.32,594.09,593.25,593.17,593.42,593.64,593.45,593.18,591.98,592.56,594.0,593.18,592.4,592.72,593.05,593.79,592.82,593.01,593.07,592.86,592.21,592.58,592.59,592.41,591.83,592.04,390.49,389.14,390.74,394.44,394.42,391.46,392.49,393.1,392.32,292.6,293.08,294.58,293.65,294.36,294.83,294.0,294.2,294.98,294.96
238.0,1066.22,1066.29,1067.21,1066.99,1067.74,1067.89,1068.99,1068.38,1068.84,1069.09,1068.94,1069.51,1069.95,1069.2,1070.1,1070.3,1069.78,1070.5,1070.7,1070.35,1070.56,1070.5,1070.89,1070.13,1070.81,1070.46,604.42,605.23,605.93,604.54,606.65,605.96,605.83,605.21,605.96,605.15,605.08,605.25,605.51,605.4,605.04,603.77,604.44,606.07,605.06,604.29,604.57,604.8,605.61,604.61,604.91,604.98,604.75,604.04,604.39,604.39,604.27,603.62,603.83,408.33,406.78,408.46,412.41,412.3,409.26,410.26,411.02,410.14,303.47,303.9,305.63,304.57,305.35,305.84,304.97,305.28,306.14,306.04
239.0,1090.41,1090.41,1091.49,1091.29,1091.95,1091.78,1093.25,1092.56,1092.93,1093.18,1093.06,1093.73,1093.95,1093.28,1094.28,1094.41,1094.08,1094.55,1095.01,1094.26,1094.75,1094.68,1095.29,1094.3,1094.97,1094.61,615.38,616.31,617.0,615.45,617.85,617.02,616.89,616.3,617.04,616.12,615.93,616.32,616.6,616.53,616.12,614.8,615.44,617.1,615.98,615.19,615.52,615.91,616.61,615.57,615.89,615.9,615.56,614.98,615.31,615.3,615.2,614.52,614.6,426.04,424.4,426.22,430.19,430.07,426.98,427.96,428.74,427.83,314.58,315.0,316.9,315.81,316.75,317.17,316.21,316.58,317.54,317.4
