Wavelength,2014-05-22 15:38:23,2014-05-22 15:38:26,2014-05-22 15:38:30,2014-05-22 15:38:34,2014-05-22 15:38:37,2014-05-22 15:38:41,2014-05-22 15:38:45,2014-05-22 15:38:48,2014-05-22 15:38:52,2014-05-22 15:38:56,2014-05-22 15:38:59,2014-05-22 15:39:03,2014-05-22 15:39:07,2014-05-22 15:39:10,2014-05-22 15:39:14,2014-05-22 15:39:18,2014-05-22 15:39:21,2014-05-22 15:39:25,2014-05-22 15:39:29,2014-05-22 15:39:33,2014-05-22 15:39:36,2014-05-22 15:39:40,2014-05-22 15:39:44,2014-05-22 15:39:47,2014-05-22 15:39:51,2014-05-22 15:39:55,2014-05-22 15:39:58,2014-05-22 15:40:02,2014-05-22 15:40:06,2014-05-22 15:40:09,2014-05-22 15:40:13,2014-05-22 15:40:17,2014-05-22 15:40:20,2014-05-22 15:40:24,2014-05-22 15:40:28,2014-05-22 15:40:31,2014-05-22 15:40:35,2014-05-22 15:40:38,2014-05-22 15:40:42,2014-05-22 15:40:46,2014-05-22 15:40:49,2014-05-22 15:40:53,2014-05-22 15:40:57,2014-05-22 15:41:00,2014-05-22 15:41:04,2014-05-22 15:41:08,2014-05-22 15:41:11,2014-05-22 15:41:15,2014-05-22 15:41:19,2014-05-22 15:41:22,2014-05-22 15:41:26,2014-05-22 15:41:30,2014-05-22 15:41:33,2014-05-22 15:41:37,2014-05-22 15:41:41,2014-05-22 15:41:44,2014-05-22 15:41:48,2014-05-22 15:41:52,2014-05-22 15:41:55,2014-05-22 15:41:59,2014-05-22 15:42:02,2014-05-22 15:42:06,2014-05-22 15:42:10,2014-05-22 15:42:13,2014-05-22 15:42:17,2014-05-22 15:42:21,2014-05-22 15:42:24,2014-05-22 15:42:28,2014-05-22 15:42:32,2014-05-22 15:42:35,2014-05-22 15:42:39,2014-05-22 15:42:43,2014-05-22 15:42:46,2014-05-22 15:42:50,2014-05-22 15:42:54,2014-05-22 15:42:57,2014-05-22 15:43:01,2014-05-22 15:43:05,2014-05-22 15:43:08,2014-05-22 15:43:12,2014-05-22 15:43:15,2014-05-22 15:43:19,2014-05-22 15:43:23,2014-05-22 15:43:26,2014-05-22 15:43:30,2014-05-22 15:43:34,2014-05-22 15:43:37,2014-05-22 15:43:41,2014-05-22 15:43:45,2014-05-22 15:43:48,2014-05-22 15:43:52,2014-05-22 15:43:56,2014-05-22 15:43:59,2014-05-22 15:44:03,2014-05-22 15:44:07,2014-05-22 15:44:10,2014-05-22 15:44:14,2014-05-22 15:44:18,2014-05-22 15:44:22,2014-05-22 15:44:25
430.1,257.3155947367377,257.4622978737392,257.2166885397109,257.6845473736944,257.41565142531084,257.7928160466188,257.59136087441937,257.6753061797391,257.8572805135456,257.5104732722607,257.6408544709116,257.75727718661483,257.7873032617498,256.57341099469375,257.32171796173407,257.4197191620469,258.0017175602431,257.5962880506309,257.7161372354847,257.3712442772574,257.5621900788052,257.7795773237119,257.5702868385158,257.08427452358484,257.44393806112487,257.5937242231587,257.0260374468238,256.7405911683387,257.5385978842104,257.3701834078849,257.1381772675966,257.00432299412,257.2514265231609,257.4192310330395,257.33032416394747,257.5318776215805,257.93612314308643,258.29926945797274,257.56045722114845,257.42477944791017,257.5102324689893,254.6147621772528,242.2033925574061,237.1736897355111,232.36651694115562,227.31867523720288,221.6821216900992,214.5395404419777,208.28202399420104,201.94530220260813,195.93010444683398,191.15666649427536,185.98038920676086,180.59159254896502,174.44332048208247,169.70777637042062,165.99153832438788,161.02124436349524,155.51821725036058,151.23170867581345,146.74620081394804,142.63554331524617,139.05779000096038,135.57035526076012,131.42103319798233,127.96995302093526,125.03286078585958,121.07936302936791,118.62133098358835,116.2469511660796,111.70666973442414,107.95602781330173,104.62369030779848,100.42707104769845,96.5494197538305,93.98118419249668,91.40545997129196,88.29178340082017,85.30407520841453,83.48638425071584,80.7654607825324,78.59044244915677,77.02204591902867,75.09306946668157,73.69123957465649,71.99715620534576,70.46511058258113,69.30202160918003,68.22893865608526,66.9165453743054,65.67136538170774,65.75907975284218,64.79996723187122,64.60719507342813,64.66415433861204,64.62000603494664,65.49320001710652,65.66287749656942,66.51980348049813,67.14734315967567
430.47,267.7764625193209,267.82316364560745,267.7075527713328,268.0054187255625,267.87652010227293,268.2036978619782,268.0922183524691,268.2061697839064,268.2481196806313,268.0413596904558,268.05188455819473,268.26815271133984,268.3482444408009,267.1943304977399,267.77263837882066,267.86063828332465,268.47250415443426,268.1171912021349,268.197042560662,267.82214288556514,268.0430525044213,268.1304157705698,268.05124533831145,267.51521101970553,267.964833098984,267.99458443653475,267.42682878100936,267.3415285152588,267.97943025366266,267.7409172618661,267.719015415699,267.3852663117844,267.72234311949626,267.93012022516547,267.7911137553851,267.99268320217027,268.2869408116564,268.66003711188,268.0812188547287,267.97574547891656,267.9610944649197,264.9456058633001,251.87433972206262,246.7244656385164,241.7771897376276,236.49938959696885,230.542731392055,223.30023459653862,216.78271548359558,210.2660358225129,203.82075507844,198.9572048689416,193.63095457611962,187.79212754226262,181.58384698828937,176.52825753285657,172.74211832899599,167.56181658204196,161.75878174738637,157.37208698179154,152.68665231083563,148.4759037664163,144.6782098791489,141.08085524996437,136.68136576445937,133.18036320697908,130.06330599421116,125.929889651039,123.47174953799706,120.90735125467695,116.21711152329212,112.38641757670923,108.76395532303543,104.52732521833427,100.50983530337828,97.77152974747068,95.03583438558464,91.89221465318968,88.77458368557797,86.7866546730502,83.96590045618404,81.78082206874929,80.11225436265819,78.05328593700477,76.63168169894678,74.83751165818623,73.33550938856962,72.06238079273828,70.88934652504335,69.61707186000865,68.31179210229041,68.36946120730565,67.33028815807461,67.12772472004113,67.26464382507271,67.13050073381342,67.99366109991277,68.18351640663815,69.13040341763508,69.73784886726801
430.85,278.6973537554874,278.70405281671543,278.718440360566,278.90631362748115,278.83741225699083,279.0546035101853,279.07309900560125,278.98705672872694,279.0489815279085,279.06227006589944,278.9729424856747,279.1890518988953,279.23921105712367,278.1752748522198,278.71358367204493,278.84158224571803,279.3633120079279,279.008118763139,279.10797235408745,278.65306578058386,278.9839382388378,279.0512768781537,279.0022297435071,278.49617282653213,278.87575232705547,278.9554678989209,278.4276415026053,278.30249119587944,278.96028511958673,278.6716709497388,278.6498762164529,278.32623512452074,278.7232844887055,278.8410334495111,278.69192468713186,278.79351055520846,279.18778057937675,279.6008255131902,279.0020010730003,279.016737618869,278.8119797580374,275.5764723516731,261.90531248576383,256.645262511873,251.6278807177881,245.9301232637555,239.7233575724421,232.39094751203356,225.4934256618927,218.66678926998262,212.05142329468399,206.8977577942744,201.34153522573132,195.2526769948384,188.88438772439378,183.56875169968262,179.67271400940425,174.20240426595487,168.1593615010885,163.61247551225554,158.72711601034192,154.40627395950997,150.31864110539655,146.6113687523904,141.96170731921964,138.42078447913215,135.05376323522094,130.8004305057282,128.24217940468702,125.50776215647964,120.77756525239978,116.71681787426294,112.95422750084634,108.53758625844677,104.40026208399496,101.50188464176823,98.6862189191826,95.35265756102864,92.13510590536741,90.03693240409626,87.04635201290743,84.79121194833078,83.10246843989933,80.91350825787725,79.41213577254227,77.51787671786025,75.95591897309839,74.71274968396024,73.43976541748677,72.07761257505524,70.79223035586182,70.7798529713492,69.73061775795918,69.51826868142746,69.62514654089722,69.47100880291984,70.28413464441647,70.54417258454652,71.55101956928925,72.18836824263309
431.22,290.2882215380706,290.34491858858365,290.2193045921879,290.50718497934935,290.42828093395286,290.7254853255447,290.633956483651,290.6179203328943,290.6798206949943,290.76315648409457,290.5439725729578,290.88992742362024,290.91015223617484,289.83619435526595,290.28450408913164,290.5225013669957,290.96409860211907,290.74902191464304,290.7188776792649,290.3639643888916,290.61480066445387,290.73211532501165,290.5131882433027,290.0571093226528,290.3666473649145,290.596328112297,290.0284328367909,290.0434285427995,290.57111748903907,290.27240480371995,290.28071436455537,290.11717844218504,290.3642010850407,290.45192264163705,290.34271427856936,290.4343161357982,290.67859824794664,291.17159316709746,290.6027627065806,290.5977036498755,290.4328417539678,286.90731603772036,272.7162596504204,267.2060384148783,262.01855351426013,256.1908376235214,249.6039672743979,241.90164166659454,234.75411715128723,227.69752288988727,220.83207392629,215.4982961689405,209.66210059508998,203.353211988136,196.6649142306007,191.10923286211857,187.1332940140123,181.36297648450162,175.12992599811432,170.25285381823363,165.2475675072295,160.73663441068013,156.49906098358503,152.6018687415947,147.85203988569668,144.08119466517593,140.5842084435726,136.17095712739928,133.5125979590957,130.57816224507695,125.73800704126779,121.52720763767044,117.53449251608328,112.97784042908256,108.67067763354272,105.55223019674223,102.77659333347526,99.25308881339814,95.92561438253077,93.75720282643059,90.59679168655902,88.24159156792328,86.45267688352888,84.11372472820045,82.61257789683253,80.69823217070075,79.06631777908693,77.69310886751848,76.36017328644485,74.95813906075847,73.5726570764445,73.60023442581266,72.55093868416256,72.26879832804049,72.32563602735794,72.24150350178664,72.9845957272227,73.31481149461523,74.30161950642622,75.05887395022543
431.59,302.6090893206538,302.635784360452,302.62016882380976,302.7680563312174,302.7891496109151,303.0863671409042,303.00481396170073,302.9187839370616,303.0106598620801,302.9340429022897,302.83500266024083,303.1308029483452,303.181093415226,302.1971138583121,302.6354245062183,302.7534204882734,303.2748851963102,302.98992506614695,302.90978300444226,302.62486299719916,302.87566309007,302.95295377186955,302.84414674309835,302.3880458187735,302.5475424027736,302.87718832567316,302.3192241709765,302.3143658897196,302.87194985849135,302.6131386577012,302.5615525126579,302.30812175984937,302.705117681376,302.79281183376287,302.66350387000693,302.68512171638804,302.94941591651656,303.52236082100467,302.93352434016083,302.9586696808818,302.6337037498982,299.01815972376784,284.08720681507685,278.3868143178836,272.9992263107322,266.9515519832873,260.0545769763537,252.0323358211555,244.5248086406818,237.1882565097921,230.182724557896,224.55883454360668,218.50266596444874,211.84374698143355,205.0154407368076,199.26971402455453,195.10387401862042,189.0735487030484,182.58049049514003,177.46323212421174,172.36801900411712,167.51699486185032,163.12948086177357,159.09236873079894,154.11237245217382,150.2216048512197,146.4846536519242,142.02148374907034,139.25301651350438,136.24856233367433,131.1284488301358,126.73759740107792,122.49475753132026,117.8980945997184,113.38109318309056,110.07257575171623,107.176967747768,103.52352006576763,100.06612285969422,97.75747324876494,94.55723136021071,92.0319711875158,90.21288532715842,87.73394119852364,86.18302002112284,84.1085876235412,82.46671658507543,80.99346805107675,79.62058115540293,78.22866554646171,76.77308379702717,76.72061588027611,75.65125961036597,75.40932797465345,75.35612551381863,75.33199820065337,76.1350568100289,76.41545040468395,77.46221944356313,78.18937965781777
431.96,314.4999571032369,314.61665013232033,314.64103305543165,314.68892768308564,314.84001828787723,314.9472489562637,315.0756714397505,314.98964754122886,315.01149902916575,314.95492932048484,314.796032747524,315.1516784730702,315.2720345942771,314.16803336135825,314.61634492330495,314.7743396095512,315.15567179050134,314.950828217651,314.88068832961966,314.655761605507,314.87652551568607,314.9037922187275,314.8051052428941,314.28898231489416,314.4684374406327,314.8880485390491,314.52001550516206,314.36530323663965,314.85278222794364,314.5238725116824,314.7323906607603,314.2490650775138,314.61603427771126,314.80370102588887,314.7142934614445,314.6259272969778,314.92023358508635,315.453128474912,314.8942859737411,314.97963571188825,314.5845657458286,310.7790034098151,295.2281539797333,289.1675902208888,283.67989910720416,277.3622663430533,270.0951866783096,261.88302997571645,254.1155001300764,246.4489901296968,239.10337518950195,233.21937291827285,227.02323133380744,220.1142819747311,213.04596724301456,207.11019518699044,202.73445402322847,196.38412092159518,189.73105499216587,184.48361043018986,179.00847050100475,174.01735531302052,169.3799007399621,165.25286872000314,160.09270501865086,156.10201503726347,152.18509886027582,147.66201037074146,144.68343506791308,141.45896242227164,136.27889061900382,131.60798716448542,127.2250225465572,122.46834877035424,117.8015087326384,114.34292130669022,111.34734216206068,107.48395131813713,103.90663133685759,101.47774367109925,98.23767103386234,95.61235080710829,93.61309377078794,91.07415766884682,89.48346214541313,87.3589430763817,85.64711539106396,84.10382723463498,82.67098902436103,81.23919203216494,79.64351051760984,79.5309973347396,78.47158053656938,78.15985762126647,78.18661500027937,78.11249289952019,78.91551789283521,79.24608931475265,80.34281938070016,81.03988536541013
432.33,327.72082488582015,327.8575159041885,327.93189728705346,327.92979903495376,328.07088696483936,328.2481307716231,328.29652891780034,328.27051114539626,328.3223381962516,328.2158157386799,328.05706283480714,328.3725539977952,328.57297577332815,327.5489528644044,327.8572653403917,327.97525873082884,328.4264583846925,328.2017313691549,328.051593654797,327.9366602138146,328.17738794130213,328.1546306655855,328.0960637426897,327.4399188110149,327.62933247849185,328.09890875242525,327.6908068393476,327.6362405835598,327.983614597396,327.84460636566365,327.9432288088628,327.5900083951782,327.88695087404665,327.9745902180149,328.0950830528822,327.87673287756763,328.2210512536563,328.6538961288193,328.2050476073214,328.16060174289464,327.8054277417591,323.6298470958625,307.4391011443898,301.148366123894,295.47057190367616,288.90298070281926,281.34579638026537,272.7637241302774,264.6561916194709,256.73972374960147,249.054025821108,242.86991129293895,236.4837967031661,229.25481696802865,221.93649374922143,215.70067634942632,211.07503402783658,204.534693140142,197.58161948919158,192.21398873616792,186.44892199789243,181.29771576419063,176.41032061815056,172.0133687092074,166.6730375851279,162.53242522330726,158.39554406862746,153.78253699241253,150.63385362232177,147.28936251086904,141.94933240787182,137.07837692789292,132.44528756179415,127.47860294099004,122.71192428218616,119.00326686166416,115.91771657635344,111.79438257050658,108.16713981402096,105.58801409343357,102.298110707514,99.4927304267008,97.3933022144175,94.77437413916999,93.11390426970344,90.80929852922225,89.1075141970525,87.4641864181932,85.94139689331911,84.47971851786818,82.86393723819256,82.63137878920301,81.5719014627728,81.23038726787945,81.31710448674008,81.20298759838694,82.04597897564142,82.28672822482136,83.38341931783705,84.18039107300244
432.7,340.49169266840335,340.75838167605673,340.6827615186753,340.67067038682194,340.86175564180155,341.0190125869827,341.05738639585,341.00137474956364,341.0831773633373,341.0267021568751,340.87809292209016,341.13342952252015,341.3139169523794,340.3698723674506,340.52818575747835,340.8461778521065,341.26724497888364,341.082634520659,340.86249897997436,340.6375588221224,341.00825036691816,340.95546911244344,340.91702224248553,340.21085530713555,340.34022751635075,340.8297689658013,340.4815981735332,340.4171779304798,340.7444469668484,340.6553402196447,340.7040669569653,340.3709517128425,340.5478674703818,340.8454794101408,340.76587264431976,340.73753845815736,341.11186892222617,341.34466378272657,340.95580924090166,340.90156777390104,340.51628973768936,336.14069078190994,319.2300483090463,312.75914202689927,306.9012447001482,299.9336950625853,292.1264060822212,283.1444182848383,274.7568831088654,266.54045736950616,258.55467645271403,252.15044966760516,245.62436207252492,238.03535196132617,230.3670202554284,224.0911575118623,219.2556140324446,212.34526535868875,205.16218398621743,199.55436704214603,193.55937349477998,188.2280762153608,183.19074049633912,178.58386869841166,173.06337015160497,168.7928354093511,164.42598927697904,159.7830636140836,156.36427217673045,152.86976259946638,147.38977419673984,142.31876669130043,137.42555257703114,132.3288571116259,127.46233983173401,123.51361241663818,120.3080909906461,116.06481382287608,112.18764829118437,109.49828451576788,106.16855038116566,103.18311004629332,101.00351065804705,98.3345906094932,96.54434639399376,94.1396539820627,92.42791300304104,90.60454560175144,89.0918047622772,87.58024500357145,85.9343639587752,85.5317602436665,84.50222238897612,84.13091691449246,84.25759397320078,84.16348229725375,85.01644005844761,85.25736713489005,86.34401925497403,87.18089678059476
433.08,355.49258390456987,355.81927084716483,355.76364910790846,355.80156528874056,355.9926477965194,355.94991823518967,356.24826704898226,356.0822616943841,356.2740392106145,356.15761253231875,355.84915084957015,356.2643287100755,356.4348835687021,355.40081672193037,355.5491310507025,355.91712181449975,356.2980528323774,356.16356208166314,355.9234287733998,355.7084817171411,356.19913610133483,355.90633022002726,356.1380066476811,355.36181711396216,355.3211467444223,355.8606524281876,355.55241089512907,355.48814061110045,355.72530183277223,355.66609390751734,355.69492775771926,355.41192052557886,355.6088088395909,356.0363926344864,355.7666835760665,355.7483658111955,356.1427086899466,356.4054521840368,356.0665914591732,356.05255991385354,355.6271750308071,350.86155727028284,333.0710210727476,326.519938900256,320.34193568030867,312.9944287293718,304.91703226260825,295.5851312003333,286.83759328716263,278.231210816976,269.815344668958,263.261002592938,256.3349427221365,248.395901413902,240.43756099153282,233.96165167868838,228.8262097128529,221.6558530426016,214.1627637399196,208.27475557261002,201.93983719428616,196.50844640845452,191.16117172258672,186.37438220083766,180.68371170636522,176.18325668150413,171.58644651798883,166.8236044687728,163.16470204342048,159.50017350126905,153.87022792584747,148.4791669888541,143.3658247548421,138.05911815173835,133.04276661235065,128.85396731093576,125.438475524244,121.10525673071508,117.1181705109738,114.22856224681395,110.70900193788893,107.65349992587484,105.34372473528816,102.53481293036566,100.59480046758918,98.21001904173671,96.32832258756973,94.44491449297342,92.84222365472066,91.33078571861805,89.45480221234659,88.97215200771005,88.02255198886074,87.68146087587883,87.80809668902529,87.67399036636014,88.46691360295132,88.80802331279844,89.83463540662817,90.86141615595986
433.45,369.703451687153,370.100136619033,370.15451333953047,369.95243664060865,370.2735164734816,370.24080005054907,370.539124527032,370.3831252985515,370.5348783777002,370.29849895051376,370.1301809368532,370.49520423480055,370.6658247477533,369.7317362249765,369.83005146778913,370.14804093577743,370.59883942656853,370.5044652331672,370.1943340985772,369.97938032544886,370.4899985269509,370.1971686668852,370.28896514747663,369.65275361008287,369.63204178228136,370.1915126415635,369.78320222931467,369.65907795802065,370.0261342022247,369.9568277614986,369.92576590582166,369.76286384324317,369.8597254359263,370.34728182661235,370.067473167504,369.9591713917853,370.34352635851656,370.666219837944,370.2873530927535,370.28352594485983,369.92803702673757,364.67240095633036,346.40196823740416,339.3707148032613,333.0326084767807,325.54514308913775,317.10764196456415,307.3858253548943,298.1582847765572,289.3319444368807,280.565995300564,273.6915409676041,266.62550809149525,258.24643640719955,250.05808749773968,243.19213284112428,237.93678971746098,230.38642526114842,222.68332823694539,216.50513387858814,210.05028869117382,204.32880685962462,198.71159160077525,193.81488219004197,187.86404427284234,183.1936668675479,178.42689172634041,173.49413109044391,169.68512059782913,165.81057358986638,160.03066971471554,154.3495567522616,148.97608977007897,143.60937232237416,138.34318216189845,133.97431286590978,130.41884993853674,125.82568798308458,121.76867898813722,118.66883266914827,115.08944161154056,111.94387954546738,109.4339331789177,106.54502940068888,104.56524259187948,102.1103744945772,100.08872139355827,98.08527367653164,96.41263152367873,94.83131220432129,92.84522893292929,92.3725334621735,91.35287291506408,90.99199052249176,91.10858617548595,90.98448506522692,91.7973746857576,92.10866222286717,93.17523534376514,94.27192186355222
